reasoning,brand,car_model,imputed_year,imputed_mileage_km,imputed_condition,battery_status,is_accident_free,has_aftermarket_mods,vehicle_type,Link
"odo 15km, từ 'xe không đi đến', cho thấy xe đã qua sử dụng.",VinFast,VF7 2026 Plus,2026.0,15.0,Đã qua sử dụng,,,,oto_dien,https://otodien.vn/oto-vinfast-vf7-nam-2026/100001345
"odo 8v, mua pin, nguyên bản, không đâm đụng, không ngập nước",VinFast,VF8,2023.0,80000.0,Đã qua sử dụng,Mua pin,True,False,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2023/100000887
Có từ 'thuê pin' được đề cập và Odo là 41000 km,VinFast,VF9,2023.0,41000.0,Đã qua sử dụng,Thuê pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf9-nam-2023/100001475
"Odo > 0, không mô tả về tình trạng là mới 100%, sử dụng cụm từ 'thuê pin', điều này chỉ ra xe đã qua sử dụng",VinFast,VF9 Plus,2023.0,31000.0,Đã qua sử dụng,Thuê pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vf9-nam-2023/100000276
"mua pin; odo 9v6 km; lót sàn, camera hành trình",VinFast,VF6 Eco,2024.0,9600.0,Đã qua sử dụng,Mua pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vf6-nam-2024/100000585
"Tên xe VinFast VF3 2025, có 'mới' nên xe này chưa lăn bánh, không có Odo và không nêu về các tùy chỉnh hoặc vấn đề về tai nạn.",VinFast,VF3,2025.0,,mới 100%,,True,,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2025/100000173
"Mô tả có từ 'Mua pin' nên trạng thái pin là 'Mua pin'. Mô tả 'xe mới 100%' thể hiện rằng xe chưa sử dụng, nên tình trạng là 'Mới 100%'. Không có thông tin về Odo, không có thông tin về tai nạn, và không có phụ kiện được liệt kê, nên các thông số đó null.",VF,VF3,2026.0,,Mới 100%,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2025/100001706
"Mô tả không đề cập đến tình trạng cụ thể của xe, không có thông tin về Odo và trạng thái pin. Không có chi tiết nào về việc đã qua sử dụng hay có tuỳ biến nào. Do đó, các giá trị mặc định sẽ được trả về.",VinFast,EC Van,,,,,,,oto_dien,https://otodien.vn/oto-vinfast-ec-van-nam-2026/100001440
"thuê pin, 6,5 vạn, nguyên zin, đã dán phim, thảm sàn",VinFast,VF9 Plus,2023.0,65000.0,Đã qua sử dụng,Thuê pin,True,True,oto_dien,https://otodien.vn/oto-vinfast-vf9-nam-2023/100000285
"không có thông tin về tình trạng hay số km lăn bánh, không có thông tin về pin hay phụ kiện",VinFast,VF 7,,,,,,,oto_dien,https://otodien.vn/oto-vinfast-vf7-nam-2026/100001896
"Xe mới hoàn toàn, chưa sử dụng, tình trạng nguyên bản 100%.",VinFast,VF3,2026.0,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2026/100000963
"Mô tả quảng cáo không đề cập đến ODO hay tình trạng xe, và có thông tin về giảm giá và khuyến mại, thể hiện đây là xe mới.",VinFast,VF5,,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-vf5-nam-2026/100001389
"Vì Odo được đề cập là 52.000Km nên tình trạng xe là Đã qua sử dụng, bình là pin SDI được nhắc đến.",VinFast,VF8,2023.0,52000.0,Đã qua sử dụng,bao gồm pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2023/100001177
Mô tả không có thông tin về Odo và xe được mô tả là 'Mới 100%' với các điều khoản ưu đãi của đại lý.,VinFast,LIMO GREEN,,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-limo-green-nam-2026/100001825
"mô tả không đề cập đến tình trạng đã qua sử dụng, không có thông tin Odo, không nhắc đến các phụ kiện aftermarket nên mặc định là nguyên bản.",VinFast,VF6 Plus,2023.0,,Mới 100%,,,False,oto_dien,https://otodien.vn/oto-vinfast-vf6-nam-2025/100000570
"Mô tả không có thông tin nào về tình trạng, tình trạng xe, pin, hay các sửa đổi, không có thông tin về số km đã đi. Sản phẩm được ghi là mới.",VinFast,Minio Green,,,Mới 100%,,,,,https://otodien.vn/oto-vinfast-minio-green-nam-2026/100001714
"Máy xe đã qua sử dụng (Odo 3v km), thuê pin, có các phụ kiện lắp thêm (film cách nhiệt cao cấp, camera hành trình), chưa có thông tin về việc xe không đâm đụng hay không ngập nước.",VinFast,VF e34,2023.0,3000.0,Đã qua sử dụng,Thuê pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vfe34-nam-2023/100000197
"Với thông tin 'odo 3v6 km', xe này được xác định là 'Đã qua sử dụng'. Không có thông tin về tình trạng tai nạn được đề cập và không có sửa đổi nào được nêu rõ. Pin được đề cập là 'Pin sdi'.",VinFast,VF8 Plus,2022.0,36000.0,Đã qua sử dụng,mua pin,,False,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2022/100001504
"Xe được mô tả là 'mới 100%', không có Odo, thuộc về một showroom với các chính sách ưu đãi cho xe mới.",VinFast,VF6 Eco,2026.0,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-vf6-nam-2026/100001659
"Odo 4v6, mô tả không rõ ràng về tình trạng và có chi tiết về giá. Do đó, tình trạng là 'Đã qua sử dụng'.",VinFast,VF8,2024.0,46000.0,Đã qua sử dụng,,,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2024/100001611
"Không có thông tin rõ ràng nào về thông số kỹ thuật, tình trạng xe, hay thông tin khác. Vì vậy, các trường thông tin đều được để null hoặc không rõ.",,,,,,,,,,https://otodien.vn/oto-vinfast-vf8-nam-2026/100001237
Mô tả xác định xe mới 100% với thông tin rõ ràng.,VinFast,VF7 S,2025.0,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-vf7-nam-2025/100000013
"Thông tin 'Mua Pin SDI' xác nhận pin đã mua, '22.000 km' là Odo, không có mô tả nào về tình trạng 'mới 100%', nên xe đã qua sử dụng.",VinFast,VF9,2023.0,22000.0,Đã qua sử dụng,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf9-nam-2023/100000508
"mua pin CATL, odo 1.2v km, xe đã trang bị dán kính 3M, thảm sân 6D, không có thông tin về tai nạn",VinFast,VF9 Plus,2024.0,12000.0,Đã qua sử dụng,Mua pin,True,True,oto_dien,https://otodien.vn/oto-vinfast-vf9-nam-2024/100000244
"Mô tả chi tiết có 'Mua pin Catl', Odo 70km cho thấy xe đã qua sử dụng.",VinFast,VF9 Plus,2025.0,70.0,Đã qua sử dụng,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf9-nam-2025/100001265
xe mới 100%,VinFast,VF7,2025.0,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-vf7-nam-2025/100000342
"Odo = 13000 km, có 'Mua pin', có 'dán phim cách nhiệt', 'lót thảm trải sàn'.",VinFast,VF3,2024.0,13000.0,Đã qua sử dụng,Mua pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2024/100000690
Odo 3000 km means 'Đã qua sử dụng'. Battery status is 'mua pin CATL'. There are aftermarket accessories like film 3M and sân 6D. Terms confirm accident-free state.,VinFast,VF8 Plus,2024.0,3000.0,Đã qua sử dụng,Mua pin,True,True,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2024/100000108
"Odo là 1,9v (19000 km) cho thấy xe đã qua sử dụng. Mô tả có 'mua pin', 'dán gói phim cách nhiệt', và 'đã trang bị' cho thấy xe có aftermarket mods. Có một số thông tin như 'không đâm đụng' không rõ ràng, chưa đủ để khẳng định xe không gặp tai nạn.",VinFast,VF3,2025.0,19000.0,Đã qua sử dụng,Mua pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2025/100001694
"Xe được mô tả là 'mới 100%' và không có Odo, nên tình trạng là 'Mới 100%'.",VinFast,Minio Green,2026.0,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-minio-green-nam-2026/100001736
"Mô tả không cung cấp thông tin về tình trạng, năm sản xuất hoặc thông tin khác, chỉ có tên và giá.",VinFast,VF 9 ECO,2026.0,,,,,,,https://otodien.vn/oto-vinfast-vf9-nam-2026/100001761
"Mô tả không đề cập đến tình trạng lăn bánh hay odo, nhưng đề cập đến pin bảo hành 8 năm và không có thông tin nào về nguồn gốc đã qua sử dụng, vì vậy imputed_condition phải là null. Không có thông tin cụ thể nào về việc xe đã qua sử dụng hay không, có thể coi là 'mới' trong bối cảnh của nhiều quảng cáo xe điện mới.",VinFast,VF8 Eco Plus,,,Mới,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2026/100001480
"Mô tả không đề cập đến tình trạng hoặc quãng đường đã đi, không có thông tin về pin, xe có thể là mới hoặc chưa qua sử dụng ghì không có thông tin rõ ràng.",VinFast,VF8,2026.0,,,,,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2026/100001872
"Vinfast VF5 Plus 2024, Odo không rõ, có 'mua pin', không có thông tin về tai nạn, không có thông tin về độ độ, không phải xe mới 100%.",VinFast,VF5 2024 Plus,2024.0,,Đã qua sử dụng,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf5-nam-2024/100002060
"Thuê pin có trong mô tả, xe có độ lên đồ chơi (ác đèn bi cam, phim sàn, ghế da).",VinFast,VF3,2024.0,,,Thuê pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2024/100001740
"Mô tả không đề cập đến Odo, xe mới 100% được miễn phí bảo trì. Không có thông tin về tai nạn, không có phụ kiện thêm.",,,,,Mới 100%,,,,,https://otodien.vn/oto-vinfast-limo-green-nam-2026/100000990
"xe giao ngay, không có thông tin về tình trạng sử dụng, không có Odo, không thông tin về pin",VinFast,Limo Green,,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-limo-green-nam-2026/100001439
"Nội dung không đề cập đến tình trạng xe, Odo, hay pin. Có thể là xe mới dựa vào quảng cáo và mô tả không có thông tin về Odo.",VinFast,VF3,,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2025/100000565
"Odo 16000km, không có mô tả 'mới 100%', có 'mua pin SDI', không có thông tin về tai nạn và độ thêm",VinFast,VF9 Plus,2023.0,16000.0,Đã qua sử dụng,Mua pin,,False,oto_dien,https://otodien.vn/oto-vinfast-vf9-nam-2023/100000624
"Xe VF 3 Plus mới 100%, không có thông tin Odo, không có mô tả về phụ kiện, không có thông tin về tai nạn và không đề cập đến pin.",VinFast,VF 3 Plus,,,Mới 100%,,,False,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2026/100001724
"Mô tả có 'mua pin', 'odo 5v3 km' cho thấy xe đã qua sử dụng.",VinFast,VF7,2024.0,53000.0,Đã qua sử dụng,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf7-nam-2024/100002023
"xe điện mới 100%, pin an toàn, quãng đường 380 km/lần sạc, không có thông tin về Odo, không có thông tin về tai nạn, không nhắc đến độ chế",BYD,ATTO 2,,,Mới 100%,Mua pin,True,False,oto_dien,https://otodien.vn/oto-byd-atto-2-nam-2026/100000879
"Odo 4900km, không có thông tin 'không đâm đụng', 'không ngập nước', triệu chứng không có độ vừa nguyên bản.",VinFast,VF9 Plus,2024.0,4900.0,Đã qua sử dụng,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf9-nam-2024/100001741
"xe sẵn giao ngay, không phải xe sản xuất, không có thông tin Odo, loại xe VinFast MPV7",VinFast,MPV7,,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-vf-mpv-7-nam-2026/100001482
Terms such as 'odo 7v' indicate that the vehicle has been used (odometer is not 0). There's mention of 'pin sdi' which indicates the battery status. No indicators of aftermarket modifications or accident history were found.,VinFast,VF8 2023 Plus,2023.0,70000.0,Đã qua sử dụng,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2023/100001591
"mua pin, odo 3v km",VinFast,VF3,2025.0,30000.0,Đã qua sử dụng,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2025/100001661
"Mô tả có '1v km' nghĩa là đã có quãng đường di chuyển, do đó xe không phải mới 100%, và có thông tin 'xe dán biển trắng' cho thấy đây là một chiếc xe đã qua sử dụng. Không có thông tin nào về tình trạng tai nạn. Không có thông tin về pin, cũng như có hay không độ chế.",VinFast,VF8,2024.0,10000.0,Đã qua sử dụng,,,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2024/100001316
"Odo 2.7v km cho thấy xe đã qua sử dụng. Xe được mô tả là đã dán phim và thảm sàn, do đó có độ mod riêng. Xe đã mua pin. Các cụm từ như 'bao check test thoải mái' cho thấy độ an toàn nhưng không có khẳng định rõ ràng về việc không gặp tai nạn.",VinFast,VF6 Plus,2024.0,27000.0,Đã qua sử dụng,Mua pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vf6-nam-2024/100000216
"mua pin, Odo 22000 km, đã nâng cấp film, xe đã qua sử dụng",VinFast,VF7 Plus,2024.0,22000.0,Đã qua sử dụng,Mua pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vf7-nam-2024/100000376
"Mô tả xe là 'mới 100%', không có thông tin Odo, không đề cập đến các sửa đổi hay tai nạn, và không nhắc đến bình điện.",VinFast,VF MPV 7,2026.0,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-vf-mpv-7-nam-2026/100001682
"xe đã qua sử dụng (9.980km), có phụ kiện dán kính và các món độ khác",VinFast,VF5 Plus,2025.0,9980.0,Đã qua sử dụng,sẵn pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vf5-nam-2025/100000325
"Pin SDI, odo 6v4, keo chỉ khung gầm zin",VinFast,VF8 2023 Plus,2023.0,64000.0,Đã qua sử dụng,Mua pin,True,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2023/100001111
"Xe mô tả là 'mới' và có 'mua pin', không có thông tin Odo hoặc các từ mô tả 'đã qua sử dụng'.",VinFast,VF3,,,Mới 100%,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2025/100000719
"odo 3V KM, xe đã qua sử dụng; xe không có thông tin về pin; không có mod; không có tai nạn",VinFast,VF6,2024.0,30000.0,Đã qua sử dụng,,,,oto_dien,https://otodien.vn/oto-vinfast-vf6-nam-2024/100001985
"không có thông tin về tình trạng, số km, pin hay sửa chữa",VinFast,VF3,,,,,,,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2025/100000909
"Odo được đề cập là '6v6' (66.000 km), nên xe này đã qua sử dụng. Không có thông tin nào cho thấy xe mới hoặc có các mod. Không có thông tin về tình trạng tai nạn hoặc pin. Xe thuộc loại oto điện.",VinFast,VF8 Plus,2022.0,66000.0,Đã qua sử dụng,,,False,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2022/100002057
"Chỉ có tên xe VINFAST VF7, không có thông tin nào về năm sản xuất, tình trạng, quãng đường đã đi, pin hay chỉnh sửa nào.",VINFAST,VF7,,,,,,,,https://otodien.vn/oto-vinfast-vf7-nam-2026/100001711
"mua pin CATL, Odo: 10.000 km, Đã qua sử dụng",VinFast,VF8 2024 Plus,2024.0,10000.0,Đã qua sử dụng,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2024/100001569
"xe mới 100%, không có Odo đề cập, không có phụ kiện, các thông tin đúng với quy tắc.",VinFast,VF5 Plus,2026.0,,Mới 100%,,,False,oto_dien,https://otodien.vn/oto-vinfast-vf5-nam-2026/100001552
"Xe mô tả là 'thuê pin', 'có nhiều đồ chơi', và không thấy cụm từ nào khẳng định xe mới 100% hay tình trạng nguyên bản.",VinFast,VF3,2024.0,,Đã qua sử dụng,Thuê pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2024/100000753
Odo 71.000km cho thấy xe đã qua sử dụng,VinFast,VF8 Eco,2023.0,71000.0,Đã qua sử dụng,,,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2023/100000874
"Odo lướt 9000km, mua pin, đã trang bị sẵn các phụ kiện như film, bậc vô lăng, xác nhận là xe đã qua sử dụng, không rõ về tai nạn",VinFast,VF5 Plus,2025.0,9000.0,Đã qua sử dụng,Mua pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vf5-nam-2025/100000328
Odo > 0 nên điều kiện là Đã qua sử dụng. Có thông tin 'mua pin Catl' nên battery_status là Mua pin.,VinFast,VF8 Eco,2023.0,26000.0,Đã qua sử dụng,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2023/100000458
xe mới 100%,VinFast,VF7 Eco,2025.0,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-vf7-nam-2025/100000400
Mô tả 'mới' nhưng không có thông tin về tình trạng lăn bánh hay Odo.,VinFast,VF3,2025.0,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2025/100000418
"đã qua sử dụng, odo 5.3 vạn, có thông tin mua pin",VinFast,VF5 2024 Plus,2024.0,53000.0,Đã qua sử dụng,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf5-nam-2024/100000661
"Miêu tả không có thông tin về tình trạng hoặc số km đã đi, nhưng có những khuyến mãi cho xe mới, không có dấu hiệu 'đã qua sử dụng'.",VinFast,VF7,2025.0,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-vf7-nam-2025/100000056
"Có thông tin '8000 km' nên xe đã qua sử dụng. Có thông tin 'đã dán phim' nên có độ móc, có thông tin về 'miễn sạc' nhưng không phải là tình trạng xe, chỉ là khuyến mại.",VinFast,VF7,2024.0,8000.0,Đã qua sử dụng,,,True,oto_dien,https://otodien.vn/oto-vinfast-vf7-nam-2024/100001466
Mô tả là một chiếc xe VinFast VF6 mới sẵn sàng giao ngay. Không có thông tin về Odo hay các điều kiện đã qua sử dụng. Không thấy thông tin về tai nạn. Không có đề cập đến pin và các phụ kiện độ thêm.,VinFast,VF6,,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-vf6-nam-2026/100001404
"pin sdi, odometer 6v3, không có xe xăng, không đâm đụng",VinFast,VF8,2023.0,63000.0,Đã qua sử dụng,Mua pin,True,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2023/100002058
"thuê pin, odo 1.4 vạn, đã trang bị thêm dán kính, thảm sàn, camera hành trình, không đâm đụng, không ngập nước",VinFast,VF8 Eco,2022.0,14000.0,Đã qua sử dụng,Thuê pin,True,True,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2022/100000195
Odo 7v8 (78km) cho thấy xe đã qua sử dụng. Không có thông tin nào về tình trạng tai nạn. Không có thông tin về pin và không đề cập đến các phụ kiện thêm.,VinFast,VF8 Plus,2023.0,78.0,Đã qua sử dụng,,True,False,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2023/100001050
"Xe được mô tả là 'báº£n thuÃª pin', nghĩa là cọc pin là một phần của đặc điểm chính trong mô tả. Về tình trạng xe, có thông tin 'đi 2 vạn' nên xe được xác định là 'Đã qua sử dụng'. Không có thông tin về tai nạn hay độ độ. Chưa rõ về tính năng tùy chọn.",VinFast,VF3,2024.0,20000.0,Đã qua sử dụng,Cọc pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2024/100000929
"Mô tả xe không đề cập đến tình trạng cũ mới hay số km đã đi, nhưng có dấu hiệu là xe mới do thông tin của đại lý. Không có thông tin về pin hoặc tai nạn, và không đề cập đến các phụ kiện, nên không thể xác định điều đó.",VinFast,VF5 Plus,,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-vf5-nam-2026/100001337
"Không có thông tin về tình trạng hay số km lăn bánh. Mô tả không có chi tiết về tai nạn hay phụ kiện, vì vậy tất cả các trường hợp này đều về null.",,,,,,,,,oto_dien,https://otodien.vn/oto-wuling-maracon-nam-2026/100001153
"odo 5v9, không đâm đụng, keo chỉ nguyên zin, không ghi rõ là xe mới hoặc chưa lăn bánh",VinFast,VF8 Plus,2023.0,59000.0,Đã qua sử dụng,,True,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2023/100001038
"Không có thông tin về tình trạng, số km, pin hay sửa chữa.",VinFast,VF7 PLUS,,,,,,,oto_dien,https://otodien.vn/oto-vinfast-vf7-nam-2026/100001012
"Odo 1v km cho thấy xe đã qua sử dụng, 'thuê pin' dẫn đến battery_status là 'Thuê pin', 'sơn zin 100%' nhưng không có ecg nào cho thấy các mod sau thị trường.",VinFast,VF9 Plus,2024.0,10000.0,Đã qua sử dụng,Thuê pin,True,,oto_dien,https://otodien.vn/oto-vinfast-vf9-nam-2024/100000185
"Mô tả chỉ có 'Xe đẹp keng', không có thông tin về tình trạng hay Odo. Do đó xác định tình trạng là null.",VinFast,VF6 Plus,2024.0,,,,,,,https://otodien.vn/oto-vinfast-vf6-nam-2024/100000240
"Odo 1.100 km, mô tả 'nguyên bản', 'xe chuẩn đẹp như mới', không có từ ngữ về các phụ kiện, nên không có sửa đổi nào. Không có bạn nào không đâm đụng hay không gặp nước. Xe mới 100% được mô tả cụ thể.",VinFast,VF7 Eco,2025.0,1100.0,Đã qua sử dụng,,True,False,oto_dien,https://otodien.vn/oto-vinfast-vf7-nam-2025/100000518
"mới, không có Odo, xe sẵn giao ngay",VinFast,VF3,2025.0,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2025/100000281
"không có thông tin về thương hiệu, mô hình, năm sản xuất, tình trạng, hoặc bất kỳ thông tin nào khác",,,,,,,,,,https://otodien.vn/oto-vinfast-vf8-nam-2025/100000424
"Xe được mô tả là 'NEW 100%' và không có thông tin Odo, do đó xe được coi là mới. Không có thông tin về pin hoặc phụ kiện.",BYD,DOLPHIN,2026.0,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-byd-dolphin-nam-2026/100001959
"Mua pin CATL, đoạn mô tả không ghi Odo, không đề cập tình trạng xe quá sử dụng",VinFast,VF8 Lux Plus,2024.0,,Mới 100%,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2024/100000155
"Odo 5000km nên xe đã qua sử dụng, có mua pin, có nhiều trang bị thêm nên có độ mod.",VinFast,VF3,2025.0,5000.0,Đã qua sử dụng,Mua pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2025/100001264
"xe mới 100%, không có thông tin odometer, không có thông tin nào về tai nạn hay độ chế",VinFast,VF 5,,,Mới 100%,,,,oto_dien,https://otodien.vn/oto-vinfast-vf5-nam-2026/100001683
"Không có thông tin về tình trạng xe, số km, pin, tai nạn, hay độ cảo lớp sau. Chỉ có thông tin về SE và giá giảm.",VinFast,LIMO,,,,,,,oto_dien,https://otodien.vn/oto-vinfast-limo-green-nam-2026/100001906
"thuê pin, xe lướt, odo 5000km",VinFast,VF3,2024.0,5000.0,Đã qua sử dụng,Thuê pin,True,,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2024/100000217
"Có cụm từ 'thuê pin', 'Odo 3.8v km' nên không phải là xe mới, có thông tin về Odo là đã qua sử dụng",VinFast,VF9 Plus,2023.0,38000.0,Đã qua sử dụng,Thuê pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf9-nam-2023/100000338
"odo 6v6 cho thấy xe đã qua sử dụng, có đề cập pin SDI, không có mô tả về tai nạn.",VinFast,VF8,2023.0,66000.0,Đã qua sử dụng,Mua pin,True,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2023/100000636
"Mô tả không đề cập đến Odo, không nhắc đến trạng thái xe cũ hay mới, không có thông tin về pin, không đề cập đến tai nạn hay phụ kiện.",VinFast,VF3,,,,,,,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2026/100001513
"Pin I (mua pin), Odo: 4v4",VinFast,VF8 Plus,2023.0,44000.0,Đã qua sử dụng,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2023/100001261
"mua pin, siêu lướt 2700 km",VinFast,VF5 Plus,2024.0,2700.0,Đã qua sử dụng,Mua pin,True,,oto_dien,https://otodien.vn/oto-vinfast-vf5-nam-2024/100000215
"Odo 6v3 km, mua pin SDI, không có thông tin tai nạn, không có phụ kiện",VinFast,VF8 Plus,2022.0,6300.0,Đã qua sử dụng,Mua pin,True,False,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2022/100001145
"thuê pin, odo 7v km, xe lên flim, sàn, rèm trần, không có thông tin về tai nạn",VinFast,VF9 2023 Plus,2023.0,70000.0,Đã qua sử dụng,Thuê pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vf9-nam-2023/100000561
"mua pin, Odo 2.5v km, xe đã lên dán kính, camera hành trình",VinFast,VF7 Eco,2024.0,25000.0,Đã qua sử dụng,Mua pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vf7-nam-2024/100000235
"thuê pin, xe đã qua sử dụng, không có các yếu tố tai nạn, có nhiều độ xe",VinFast,VF3,2024.0,10000.0,Đã qua sử dụng,Thuê pin,True,True,oto_dien,https://otodien.vn/oto-vinfast-vf3-nam-2024/100000779
"mô tả có 'thuê pin', 'odo 1.4v km', 'không ngập nước'",VinFast,VF e34,2022.0,14000.0,Đã qua sử dụng,Thuê pin,True,,oto_dien,https://otodien.vn/oto-vinfast-vfe34-nam-2022/100000175
"Từ khóa 'Mua Pin', Odo là '1.8 vạn km', không có đề cập về tình trạng xe mới 100%. Không có thông tin về các tùy chỉnh sau bán hàng và xe được cam kết không đâm đụng, ngập nước.",VinFast,VF7,2025.0,18000.0,Đã qua sử dụng,Mua pin,True,,oto_dien,https://otodien.vn/oto-vinfast-vf7-nam-2025/100001568
"Thuê pin, Odo 4.3v km, xe đã qua sử dụng.",VinFast,VF9 Eco,2023.0,43000.0,Đã qua sử dụng,Thuê pin,True,,oto_dien,https://otodien.vn/oto-vinfast-vf9-nam-2023/100000205
"Có thông tin về Odo là 36.000 km, do đó tình trạng xe phải là đã qua sử dụng. Cụm từ 'mua pin' cho biết rằng xe có thể đi kèm với pin.",VinFast,VF7,2024.0,36000.0,Đã qua sử dụng,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf7-nam-2024/100002044
"Mặc dù mô tả có 'có góp' nhưng có thông tin odo là 3.300km, vậy xe không phải mới 100%.",VinFast,VF5 Plus,2023.0,3300.0,Đã qua sử dụng,,,,oto_dien,https://otodien.vn/oto-vinfast-vf5-nam-2023/100001272
"thuê pin, Odo 13v, đã qua sử dụng, độ màu sơn, có dán phim",VinFast,VFe34,2023.0,130000.0,Đã qua sử dụng,Thuê pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vfe34-nam-2023/100002043
"VF 8 plus vin23 pin SDI, miến phí sạc đến hết 2027, có thông tin về pin và không đề cập đến tình trạng xe đã qua sử dụng.",VinFast,VF8,2023.0,,Mới 100%,Mua pin,,,oto_dien,https://otodien.vn/oto-vinfast-vf8-nam-2023/100000642
"Không có thông tin về tình trạng, quãng đường, pin hoặc tai nạn. Tình trạng xe không được đề cập.",VinFast,Limo Green,2025.0,,,,,,,https://otodien.vn/oto-vinfast-limo-green-nam-2025/100000574
"mới keng, odo 800km",VinFast,EC Van,2025.0,800.0,Đã qua sử dụng,,,,oto_dien,https://otodien.vn/oto-vinfast-ec-van-nam-2025/100000830
"Mô tả xe có 'mua pin catl' để xác định tình trạng pin, 'odo 17.000 km' cho thấy xe đã qua sử dụng, và 'đã nâng cấp film, sàn' cho thấy các phụ kiện đã được thêm vào xe.",VinFast,VF9,2025.0,17000.0,Đã qua sử dụng,Mua pin,,True,oto_dien,https://otodien.vn/oto-vinfast-vf9-nam-2025/100001833
