id,reasoning,brand,car_model,imputed_year,imputed_mileage_km,imputed_condition,battery_status,is_accident_free,has_aftermarket_mods,vehicle_type
2319,"Xe mua hàng, odo 1.880km, cao cấp, báº£n Plus, màu sang trọng",VinFast,VF9,2023,1880,Đã qua sử dụng,,,False,
2320,Sáº´N Há» SÆ CÃ THá» ÄI ÄÄNG KÃ NGAY,,VF8,2024,,,,,False,oto_dien
2321,"xanh lá nhạt (màu nâng cao), xe sản xuất năm 2025",,VF3,2025,,,,,False,oto_dien
2323,"ODO: ~17,000 km, Wuling Mini 170Km/sắc, có công suất sang tên gần",,Wuling Mini 170Km/sắc,,17000,Đã qua sử dụng,có pin bao hành đến 2030,,False,
2324,"VinFast VF8 Eco 2024, CATL battery purchased, full ADAS features, low mileage (41,000 km), fully equipped and zipped up vehicle, test drive available for a month, price details provided, quick response to inquiries via Zalo/Hotline",VinFast,VF8 Eco,2024,41000,Đã qua sử dụng,purchased CATL battery,,False,
2325,mua pin má»i,,VF6 S,2024,,,Mua pin,,False,oto_dien
2326,,VinFast,VF9,,,,,,False,oto_dien
2327,mãy môc khung gáº§m keo chá» nguyÃªn báº¡u khÃ´ng tai náº¡n Äáº¿n Äá»¥ng ngáºp nÆ°á»c,VinFast,VF9  Plus,2025,7000,Đã qua sử dụng,,,False,oto_dien
2328,"KH Thá»§ ÄÃ´ táº·ng ngay, miá»n 100% thuáº¿ trÆ°á»c báº¡-Cá»±c kÃ¬ nhiá»u Æ°u ÄÃ£i Ace quan tÃ¢m liÃªn há» em áº¡-Há» trá»£ tráº£ gÃ³p 85 %",,VF3,,,,,,False,
2329,GIÃ XE CHá» Tá»ª 454tr- Tá»ng giáº£m thÃ¡ng 6,,,,,,,,False,oto_dien
2331,"vfaux 2026, báº¡n xuáº¥t má»¹ báº¡n 2 mÃ¡y, 2 cáº§u, full ADAS, odo 3000km, xe 1 chá»§ tá»« má»i",VinFast,VF8 Eco,2026,3000,Đã qua sử dụng,,False,True,oto_dien
2333,,,,,,,,,False,
2334,"mua pin vin 2024, kÃ½ 2025 odo 8000km",,VF5 Plus,2024,8000,Đã qua sử dụng,Mua pin,False,True,oto_dien
2336,"VinFast VF3 model year 2025, new purchase with warranty until February 2029, equipped features including full-size brakes and keyless entry, various specifications listed such as engine capacity of 6.5T, Nappa leather interior, sports steering wheel, three-year warranty, other details mentioned like price range and showroom location.",VinFast,VF3,2025,,,,,False,
2337,"VF8 eco 2022 GF, odo 40.000km, sáºµn xe, lá» chÄ¡c tay, lá» trá»£ thu xe xÄng Äiá»n giáº£m 70tr",VinFast,VF8 Eco,2022,40000,Đã qua sử dụng,Mua pin,False,True,oto_dien
2338,"VF3 2024, ThuÃª pin 900k/tháng, odo 13.500 km",,VF3,2024,13500,Đã qua sử dụng,,,True,
2339,"sx 25 Äi, dky 30/3/26, sáº¡c miá»n phÃ 10 láº§n 1 thÃ¡ng",,Limo Green,,18000,Đã qua sử dụng,,,False,oto_dien
2340,,,,,,,,,False,
2341,"6 gháº¿, tráº§n kÃnh-â MÃu Äen/nÃ¢u, sx 2023-â Xe thuÃª pin tiÃªn phong",,VF9 Plus,2023,,,tiÃªn phong,,False,oto_dien
2342,pin sdi odo 6v,VinFast,VF8 Plus,2022,,,Pin SDi (6V),,False,oto_dien
2343,mÃu táº·ng 2 nÄm BHTV,,VF5,2025,,,,,False,oto_dien
2344,Limo Green 2026,,Limo Green,2026,,,,,False,oto_dien
2347,"giá 21tr, hạn mua pin 30/6/2027",,VF6 S,,,,,,False,
2348,VINFAST VF MPV 7,,VF MPV 7 (VF limo),,,,,,False,oto_dien
2349,2000km,,VF5 Plus,2025,2000,Đã qua sử dụng,,,False,oto_dien
2350,,,,,,,,,False,
2351,má»i,,VF8 Eco,2024,,,,,False,oto_dien
2353,"pin sdi, giá 820tr-1200tr",,VF8 Plus,2023,,,pin sdi,,False,oto_dien
2354,sdi cháº¡y 6v,VinFast,VF8 Plus,2023,,,Cháº¡y 6v,,False,oto_dien
2355,"pin catl, odo 3v6 xe Äáº¹p muá»t-giÃ¡ giáº£m",VinFast,VF8 Plus,2023,,,pin catl,,False,oto_dien
2356,"8 eco 23, catl, odo 4v-Cháº¥t xe cá»±c ká»³ Äáº¹p - ls nÃ©t",,,,,,,,False,oto_dien
2357,"CS giáº£m thÃªm 4%, Sáº¡c miá»n phÃ háº¿t T6/2027, cá»©u há» miá»n phÃ",,,,,,,,False,oto_dien
2359,tráº£ trÆ°á»c 132 triá»u,,BYD Dolphin GLX,,,,,,False,oto_dien
2360,"odo 3v, giá bán 875tr, có xe đã qua sử dụng giá 755tr",VinFast,VF8 Plus,2023,,Đã qua sử dụng,Pin CATL xanh,False,True,
2362,,,,,,,,,False,
2363,Vf7 plus 2 cáº§u pin CATL tráº§n thÃ©p sáº¡c free khÃ´ng giá»i háº¡n sx 2025-Odo 11.000km,,VF7 Plus,2025,11000,Đã qua sử dụng,free khÃ´ng giá»i háº¡n sx 2025,,False,oto_dien
2364,"VinFast VF8 Eco, giá bán giảm, miếng lợn, pin sạc 2 năm, hỗ trợ đắt gía",,VF8 Eco,2025,,,,,False,oto_dien
2365,$12,,Seal,2024,,,,,False,oto_dien
2366,GIÃ£ XE CHá» Tá»ª 678tr- Tá»ng giáº£m thÃ¡ng 6,VinFast,VF7,,,,,,False,oto_dien
2367,"odo 6v9, giá 775tr",VinFast,VF8,2023,,,,,False,oto_dien
2368,"nÃ¢ng cao - 2025, odo: 35.000 km, Xuáº¥t xá»©: Viá»t Nam",,,,35000,Đã qua sử dụng,Mua pin,,False,oto_dien
2370,"6 ghâ, trán kân-â Mâ xám/nâu, sx 2023",,VF9 Plus,2023,,,Thuê pin tiền phòng 3.1tr/tháng,,False,oto_dien
2371,"hãng hot-Vf8 eco, sáºµn há» sÆ¡ ÄÄng kÃ ÄÆ°á»£c ngay",,VF8,2023,,Mới,,False,True,oto_dien
2372,"sx 2024, odo 6.8v km, miã»n phã sáº¡c t7/2026",VinFast,VF9,2024,,,Catl odo 6.8v km,,False,oto_dien
2374,"odo 3.9v, pin catl, mua pin",VinFast,VF8 Eco,2023,,,,,False,oto_dien
2375,xe lÆ°á»t báº£n Eco,,VF8,2024,,,,,False,oto_dien
2376,,,,,,,,,False,
2377,sáºµn há» sÆ¡ sang tÃªn nhanh chÃ³ng,,VF8 Plus,2023,,,,,False,oto_dien
2378,"bán, cao cấp-Sx 6/2025-Odo: 14.000km",,Wuling Bingo,2025,14000,Đã qua sử dụng,,,True,
2379,"trà­­o ná»“ dau báº­t, odo 20000km",VinFast,VF8 Plus,2022,20000,Đã qua sử dụng,,,True,oto_dien
2381,trả trễ 45 ngày - không chính thức thu nhập,,VF3,,,,,,False,oto_dien
2382,"VF MPV, gian trong bát, khung xe mạnh: 150 kW, di chuyển xa: 450 km/lần (NEDC), màn hình hiển thị trang bị, liên hệ: Hoàng Anh Vinfast",,VF MPV 7,,,,,,False,oto_dien
2383,,,,,,,,,False,
2384,,,,,,,,,False,
2385,"sx 2024, odo 10v, pin mua, xe thu xuong",VinFast,VF5 Plus,2024,,Mới,Pin mua,False,True,oto_dien
2386,"pin thuê, pin chai 3%",,VFe34,2022,,,,,False,
2387,cháº¡y 4000km,,VF9 Plus,2024,4000,Đã qua sử dụng,,,False,oto_dien
2388,"thuÃª pin-â MÃu há»ng tÃm/Äen, sx 2024",,VF3,2024,,,,,False,oto_dien
2390,"mã màu bạch, nội thất kem, pin SDI-Odo 3v5km",VinFast,VF8 Plus,2023,,,,,False,oto_dien
2391,,,,,,,,,False,
2393,cháº¡y 48000km,VinFast,VF8 Plus,2022,48000,Đã qua sử dụng,,,,oto_dien
2394,"odo 3v4 km, mua pin, mián phán sác hàn, lát nhành cát, bao check toành quát",,VF6 Eco,,34000,Đã qua sử dụng,Mua pin,False,True,oto_dien
2397,,,,,,,,,False,
2398,$12,,,,,,,,False,
2400,6 ghán trán kẹn-Bản cập nhật hoàn thiện-Tăng tốc 9v km,VinFast,VF9 Plus,2023,,,,,False,oto_dien
2401,"mua pin, cản nhăn nguyên zin, dán phim 3M, tham san",VinFast,VF8 Plus,2023,,Đã qua sử dụng,Mua pin,False,True,oto_dien
2403,"mua pin, sx 2023, odo 2v km, miá»n phÃ sáº¡c Äáº¿n 01/2028",,VF9 Plus,2023,,Đã qua sử dụng,Mua pin,False,True,oto_dien
2404,"VF3 model, fully electric, purchased in 100%, new, Mua Pin (used), 2025",,VF3,2025,,new,used,,True,oto_dien
2405,$12,,,,,,,,False,
2406,2500 km-Sæ¡n zin xe,,Vf7,2025,2500,Đã qua sử dụng,,,False,oto_dien
2407,tráº¯ng thuá¹ƒ pin sáº£n xuáº¥t 2024-Odo hÆ¡n 1v km,,VF3,2024,10000,Đã qua sử dụng,,,True,oto_dien
2409,pin catl odo 3v9 xe nhÃ³m,VinFast,VF8 Plus,2023,,Đã qua sử dụng,,,False,oto_dien
2410,"xem tháº¿p xe, odo 5000km",,VF3,2024,5000,Đã qua sử dụng,,,True,oto_dien
2411,"bán xe khi mua với giá tiền phong, không hạn mức km",,,,,,,,False,
2412,"odo: 17.000 km, xuáº¥t xá»©: Viá»t Nam",VinFast,VF5 Plus,2025,17000,Đã qua sử dụng,,,True,oto_dien
2413,"giáº¢m, tÆ°á»£ng quÃ¢n nhÃ¢n, BHTV, lÃ¡i thá» xe, miá»n phÃ sáº¡c xe, miá»n phÃ lá» phÃ trÆ°á»c",VinFast,VF3 Æ¯U ÄÃI LÃN Tá»I 40 TRIÁ»U Äá»NG,,,,,,False,
2414,sáº£n xuáº¥t 2024 ÄÄng kÃ½ láº§n 2025,VinFast,VF5  Plus,,,,,,False,oto_dien
2415,sáº£n xuáº¥t 2024-â¨ ÄÃ£ trang bá» gáº§n 40T,,VF3,2024,,,,,True,oto_dien
2417,"sx 2025 phiÃªn báº£n mua Pin -Odo 1,8v siÃªu má»i siÃªu lÆ°á»t full lá»ch sá» hÃ£ng",VinFast,VF7  Eco,2025,18000,Đã qua sử dụng,,,False,oto_dien
2418,"sáºµn há» sÆ¡, sang tÃªn ngay-Mua Pin CATL",VinFast,VF8,2023,,Máº¿i,Mua pin CATL,False,True,oto_dien
2419,"mua pin CATL odo 3.9v km full lá»ch sá» hÃ£ng, xe biá»n tráº¯ng, há» sÆ¡ cáº§m tay",VinFast,VF8 Plus,2023,,Đã qua sử dụng,Mua pin CATL,True,False,oto_dien
2420,"xe mÃ­i 100%, oÃ°u ÄÃ£i 40tr",,,,,Mới,,False,True,oto_dien
2421,"sx 2024, mua pin CATL, odo 3.2v km, xe trang bả» film, sǎn-â Miá»n phǎsáº¡c Äáº¿n thǎº£i mǎi",,VF8 Eco,2024,32000,Đã qua sử dụng,,,False,oto_dien
2422,$12,,,,,,,,False,
2423,"vá» thÃªm VF5 Plus 2023, tiá»n lá»£i, cá»±c tiáº¿t kiá»m-Odo chuáº©n 2,5v km-Pin ÄÃ£ mua Äá»©t",VinFast,VF5 Plus,2023,,,,,False,oto_dien
2424,"odo 6v9, giá bán 565 triệu",VinFast,VF8,2023,,,pin sdi odo 6v9,,False,oto_dien
2425,"mã pin, odo 9600km",,VF6,2024,9600,Đã qua sử dụng,Mua pin,,True,oto_dien
2427,"sx 2024, mua pin-â Odo siu lât 1500km-â Xe lân full Äá»¥ng",,VF8 Plus,2024,1500,Đã qua sử dụng,Mua pin,,False,oto_dien
2428,,VinFast,VF6 Plus,,,,,,False,
2429,,,,,,,,,False,
2431,"odo 4v5 -895tr, có xe bán 845tr, có xe bán 775tr",VinFast,VF8 Plus,2023,,,,,False,oto_dien
2433,"thuần pin, odo lâ 5000km",VinFast,VF5 Plus,2023,5000,Đã qua sử dụng,thuần pin,,False,oto_dien
2435,báº¡c sáºµn xe vÃ giáº¥y tá» táº¡i cá»a hÃng ná»i hÃ³a ÄÆ¡n sang tÃªn báº¥m biá»n ÄÆ°á»£c luÃ´n,,Limo Green,2025,,,,,False,
2436,"odo 1v km, mua pin mián sáº¡c 2027, lÃªn camera hÃnh trÃ¬nh, tháº£m sÃn fim cÃ¡ch nhiá»t cao cáº¥p, zin 99%",VinFast,VF5 Plus,2025,,Mới,Mua pin,False,True,oto_dien
2437,,,,,,,,,False,
2438,"mua pin, odo siêu lât 1000 km, xe lên film, màn hình trang bị",,VF7 Eco,2025,1000,Đã qua sử dụng,Mua pin,,True,oto_dien
2439,"VinFast VF3 model from 2025, mileage unknown, factory warranty until mid-2029, equipped with various features including a carbon fiber body, nappa leather interior, sports exhaust system, and three-year warranty.",,,,,,,,False,
2440,$12,,,,,,,,False,
2441,"mua pin, odo 3v4, sx 2025",,VF5 Plus,2025,,,Mua pin,,True,oto_dien
2443,"odo 48v, xe đã sử dụng, có thể sạc đầy 785 triệu",VinFast,VF8,2023,,Đã qua sử dụng,,,False,oto_dien
2444,"miàn màu 2 năm, kh thăng 6tr VÃ Vinclub",,VF3,2025,,,,,False,oto_dien
2445,"pin catl, mua pin, dán film kính, thay san xanh-Miền phách sạc 7/2025",VinFast,VF8 Eco,2023,,,,,True,oto_dien
2446,"odo 6v9, zin-gia",VinFast,VF8 Plus,2023,,,,,False,oto_dien
2447,,VinFast,VF6 ECO,2026,,,,,False,oto_dien
2448,xe má»i 100%,,VF5 PLUS,,0,Mới 100%,,,False,oto_dien
2449,"Odo 1v8, zin 100%, free sạc đến 12/2027, đã qua sử dụng",,VF5 Plus,2024,18000,Đã qua sử dụng,,,True,oto_dien
2450,"mua pin SDI, 6 gháº¿, tráº§n kÃnh-â MÃu Äá»/Äen, sx 2023",,VF9 Plus,2023,,,SDI lÆ°á»t,False,True,oto_dien
2451,"pin catl, odo 4v1, giá bán 865 triệu",VinFast,VF8 Plus,2023,,,,,False,oto_dien
2452,nt 6 chá» tráº§n thÃ©p-Odo 10.000 km-Sáº¡c free T4/2028-Sáº¡c khÃ´ng giá»i háº¡n T6/2027,,VF9 Plus,2024,10000,Đã qua sử dụng,,True,False,oto_dien
2453,odo: 18.000 km,,VFe34,2022,18000,Đã qua sử dụng,,,True,oto_dien
2454,"VF3, mua pin, VF3 Plus SX",,,,,,,,False,
2455,"sx 2022, thuÊª pin tiÊªn phong-â MÂ© sÄ« Äá»¥ng-â Odo 4.5v km-â MiÄá»m phÃ sáº¡c Äáº¿n thÃ¡ng 07/2027-",,VF8 Plus,2022,45000,Đã qua sử dụng,,,False,oto_dien
2456,ThuÃª pin Äi 2500 kilomet,VinFast,VF3,2024,2500,Đã qua sử dụng,,,False,oto_dien
2457,"sản xuất năm 2026, màu xám xì manganese, nhà sản xuất Việt Nam, có lốp đúc, liên hệ ***",,,,,,,,False,
2458,odo 18000km,,VF6 Plus,2025,18000,Đã qua sử dụng,,,True,oto_dien
2460,xãm xám,,VF7 Eco,2025,,,,,True,oto_dien
2461,"sx 2023, ÄÄng kÃ½ 2024-Báº£n 7 chá», Tráº§n ThÃ©p, Xuáº¥t hd cty cao-Pin Catl, Mua Äá»©t Pin",,VF9 Eco,2023,2000,Đã qua sử dụng,Mua pin,True,False,oto_dien
2462,"pin catl, odo 4v3, giá mua full chánh sách, bảo hành 1 năm",VinFast,VF8,2023,,Mới,Pin CATL,False,True,oto_dien
2463,,VinFast,LIMO GREEN,,,,,,False,oto_dien
2465,cháº¡y 2.2 váº¡n km,,VF5 Plus,2024,2200,Đã qua sử dụng,Mua pin,False,True,oto_dien
2467,xe Äáº¹p nháºn ngay khÃ´ng chá»! odo 46.000km,,GF VF8 Plus,,46000,Đã qua sử dụng,mua pin,,False,oto_dien
2469,$12,,,,,,,,False,
2470,"xe Äi ÄÆ°á»£c 215km, sáº¡c nhanh 30p",,,,215,Đã qua sử dụng,,,False,oto_dien
2472,"mua pin CATL, xe 7 chỗ, trang kinh, màu xanh, sx 2023",VinFast,VF9 Plus,2023,,Đã qua sử dụng,100%,False,True,oto_dien
2473,"sx 2022, thuÊª pin tiÊªn phong-â MÉª xanh/Äen-â Odo 3v-",VinFast,VF8 Eco,2022,,lÊªn phuá»c,tiÊªn phong,False,True,oto_dien
2474,"odo 5.4 váº¡n km, giÃ¡ bán 50tr",VinFast,VF8 Plus,2023,5400,Đã qua sử dụng,,,True,oto_dien
2475,"xe cập keng, Không lái, Anh em có nhu cầu alo",,VF6 Plus,2024,,,,,False,oto_dien
2476,,,,,,,,,False,
2477,13000 km,,VF6 Plus,2025,13000,Đã qua sử dụng,,,False,oto_dien
2479,"báº¡n 6 gháº¿ tráº§n kÃnh, Odo 5v km",VinFast,VF9 Plus,2023,5000,Đã qua sử dụng,,,True,oto_dien
2480,,,,,,,,,False,
2481,odo: 4000km,VinFast,VF8 Plus,2025,4000,Đã qua sử dụng,,,False,oto_dien
2486,,VinFast,,,,,,,False,
2487,giá cáº¥u yáº¿u tháº¿ng -â¥ï¸,,,,,,,,False,
2489,"Äi 1,3v -SÆ¡n zin cáº£ xe -Xe ÄÃ£ lÃªn cam ht, dÃ¡n phim",VinFast,VF5 Plus,2025,,Đã qua sử dụng,,,True,oto_dien
2490,,,,,,,,,False,
2492,"VinFast ð½ð6, hãng HÃNG HIáº¾M SIÃU HOT",,ð½ð6,,,,,,False,oto_dien
2493,"mua pin, 6 gháº¿, tráº§n thÃ©p-â MÃu Äen/Äen, sx 2023",,VF9 Plus,2023,,,Mua pin,,False,oto_dien
2494,,,,,,,,,False,
2496,"sáº¥n xuáº¥t 2021, bÃ¡nh 21.000km",,Porsche Taycan,2021,21000,Đã qua sử dụng,,,False,oto_dien
2497,pin sdi odo 8v8 xe Äáº¹p keo chá» zin kÃnh zin-giÃ¡ cÃ²n,VinFast,VF8 Plus,2023,,,pin sdi odo 8v8 xe Äáº¹p keo chá» zin kÃnh zin-giÃ¡ cÃ²n,,False,oto_dien
2499,"tăng cường vận hành, khả năng di chuyển 450km/lần sạc, giá bán 0",,,,,,,,False,
2501,"ThuÃª Pin 900k/thÃ¡ng, odo 3300 km",,,,3300,Đã qua sử dụng,ThuÃª Pin,,True,xe_dap_dien
2503,,,,,,,,,False,
2504,"pin mới, lăn bi cam 360",VinFast,VF3,2024,,,,,False,oto_dien
2506,"pin sdi kem, odo 7v1, giá bán 765tr, có xe sang bán 715tr, có xe cũ giá 645tr",VinFast,VF8 Plus,2023,,Đã qua sử dụng,Pin SDI kem,False,True,
2507,"mua pin SDI 2023, odo 6100km",VinFast,VF8,2023,6100,Đã qua sử dụng,Mua pin SDI,,False,oto_dien
2508,"mua pin, odo 5v5, full lá»ch sá»",VinFast,VF8,2022,,,Mua pin,,True,oto_dien
2509,"VinFast VF5 Plus SUV cao cấp, di chuyển hàng chục km mỗi lần sạc, thiết kế hiện đại, nội thất rộng rãi cho gia đình, tiết kiệm điện so với xe thông thường, gần hoàn thiện trong nhà",VinFast,VF5 Plus,,,,,,False,
2510,xe sáºµn há» sÆ¡ giao ngay,,VF8 Plus,2022,,,,,False,oto_dien
2512,,,,,,,,,False,
2513,"KH Thá»§ ÄÃ´ táº·ng ngay 10tr triá»u vÃo vÃ Vinclub-Miá»n phÃ sáº¡c, miá»n 100% thuáº¿ trÆ°á»c báº¡-Cá»±c kÃ¬ nhiá»u Æ°u ÄÃ£i Ace quan tÃ¢m liÃªn há» em áº¡-Há» trá»£ tráº£ gÃ³p 85 %",VinFast,VF5 Plus,,,,,,False,oto_dien
2515,VF3 táº·ng 2 nÄm BH,,VF3,,,Mới,,False,False,oto_dien
2517,"sx 2022, thuÊª pin tiÊªn phong-â MÊªu Äá»/be-â Miá»n phÃ sáº¡c 07/2027-â Cam káº¿t k ÄÃ¢m Äá»¥ng",,VF e34,2022,,Đã qua sử dụng,ThuÊª pin,False,False,oto_dien
2520,"Äki 2024, Odo 2 váº¡n, Mua pin catl",,VF9 Plus,2023,,,Mua pin catl,,False,oto_dien
2525,"VF9 Plus 2025, odo 1400 km, sạc free đến tháng 3/2028",VinFast,VF9,2025,1400,Đã qua sử dụng,CATL,False,False,oto_dien
2527,"odo 1v4 km, sạc free 30/6/2027",,Limo Green,2025,14000,Đã qua sử dụng,,False,True,oto_dien
2528,"giao ngay, miãm phÃ mÃ£i, háº¿t 6/2027",,,,,,,,False,oto_dien
2529,VINFAST Limo Green 2026 for sale in Ninh Binh with full renovation and green technology. Special promotions available until April 30th.,,,,,,,,False,
2531,"mua pin-â MÃu tráº¯ng/Äen, sx 2024-â Odo 2.8v km-â Xe ÄÃ£ dÃ¡n phim cÃ¡ch nhiá»t, sÃn cao su-â Miá»n phÃ sáº¡c Äáº¿n 01/2028-â Cam káº¿t k ÄÃ¢m Äá»¥ng, ngáºp nÆ°á»c",VinFast,VF5 Plus,2024,28000,Đã qua sử dụng,,False,False,oto_dien
2532,sáº£n xuáº¥t 2023 cháº¡y 24000km thuÃª pin,,VF9 Plus,2023,24000,Đã qua sử dụng,Mua pin,,False,oto_dien
2533,~3.3v,BYD,Han,,3300,Đã qua sử dụng,,,True,oto_dien
2534,$12,VinFast,VF9,,,,,,False,oto_dien
2535,"giá ưu đãi, công an quận, khách diamond",,,,,,,,False,
2536,xe Äáº¹p â nháºn ngay khÃ´ng chá»! odo 55.000km,,GF VF8 Plus,,55000,Đã qua sử dụng,mua pin,,False,oto_dien
2538,"zin keng, sánh mới, bao check toàn quát",VinFast,VF9 Plus,2025,,Mới,Mua pin CATL,True,False,oto_dien
2541,"mua pin CATL, odo 30.000km",VinFast,VF8 Eco,2023,30000,Đã qua sử dụng,Mua pin,,False,oto_dien
2542,"thuê pin, xe Äi 2,5v, thuÊª pin tháng 3/2026",,VF6 Plus,2024,,,,,False,oto_dien
2543,"Äang vá» -Vf6 plus sx 2024, odo 5v, Äáº¹p suáº¥t sáº¯c",,VF6 Plus,2024,5000,Đã qua sử dụng,,,False,oto_dien
2546,"xe siu lét, zin nguyên bản, không án mang, không nạp năng lượng",,VF9 Plus,2023,8000,Đã qua sử dụng,,,False,oto_dien
2547,"odo 1.7 váº¡n km, pin mua Äá»©t, há» trá»£ vay 70%",,,2023,17000,Đã qua sử dụng,,,False,oto_dien
2549,biã»n chã la nãªu bãnh,,VF3,2025,800,Đã qua sử dụng,Mua pin,False,True,oto_dien
2550,"mua pin-â Xe sx 2024-â Odo 2.5v km-â Xe lÃªn film, sÃn, cÃ²n báº£o hiá»m thÃ¢n vá»-â Miá»n phÃ sáº¡c xe Äá»¥ng 01/2028-â Cam káº¿t k ÄÃ¢m Äá»¥ng, ngáºp nÆ°á»c",VinFast,VF6 Plus,2024,25000,Đã qua sử dụng,,False,False,oto_dien
2551,"mua pin, odo hàn 1v km, miá»n phÃ sáº¡c Äáº¿n 01/2028",,VF5 Plus,2024,10000,Đã qua sử dụng,Mua pin,False,True,
2552,"7 ghâ, trán kinh-â MÃu cam/nÃ¢u, sx 2023",,VF9 Plus,2023,,,,,False,oto_dien
2553,,VinFast,VF3 Â MáºªU XE ÄIá»N MINI HOT NHáº¤T,2026,,,,,False,oto_dien
2554,"full ADAs, Äi 5.1V, giá 685tr",,VF8,2023,,,,,False,oto_dien
2555,"VF3 model, fully electric, purchased in 2026, Tesla upgrade features included (Android auto, Apple CamPlay, Vô lăng thao túc có tích hợp giao tiếp), new car from My Car brand with warranty until February 2029",,VF3,2026,,,,,False,oto_dien
2556,mã»i lá»n khuyáº¿n mÃ£i,,,,,,,,False,oto_dien
2557,"sx 2022, thuâ pin tiâ tiền phong-â Mâ màu â Odo 1.4v km-â Miâ mãnh phâ sáº¡c Äá»¥ng-â Cam káº¿t k ÄÃ¢m Äá»¥ng, ngáºp nÆ°á»c",,VF e34,2022,14000,Đã qua sử dụng,,False,False,oto_dien
2558,Odo 5.3 váº¡n km,,VF5 Plus,2024,5300,Đã qua sử dụng,Mua pin,,True,oto_dien
2561,,,,,,,,,False,
2562,"thuê pin tiâng gói 1,8tr",,VFe34,2022,,,,,False,oto_dien
2563,"thuÊª pin, odo lÊ°á»t 5000km, lÊ°á»n gáº¥n 40 triệu, phÆ°Æ¡c xe mÆ°i 07/2027",,VF3,2024,5000,Đã qua sử dụng,,,False,oto_dien
2564,"sx 2024, odo siêu lât 5800 km",VinFast,VF7 S,2024,5800,Đã qua sử dụng,Mua pin,,True,oto_dien
2565,$12,,,,,,,,False,
2566,odo 3v km,,Limo,2025,30000,Đã qua sử dụng,,,False,oto_dien
2567,,,,,,,,,False,
2568,"Limo car with green color, special offer for customers, free service until July 2027, full package included, app Xanh SM available",,,,,,,,False,
2569,,,,,,,,,False,
2570,máº¿t chiáº¿c siá»u lÆ°á»t tÁº á»i Viá»t Nam,,,,2500,Đã qua sử dụng,,,False,oto_dien
2572,"BYD M6 model, 2025 production year, priced in millions of VND",,BYD M6,2025,,,,,False,oto_dien
2573,"-Xe Äi 1,3 váº¡n sÆ¡n zin 100% -Xe ÄÃ£ dÃ¡n phim, tháº¡m sÃn, thay dÃn lá»p michelin",,VF7 Plus,2024,,Mua pin,Mua pin,False,True,oto_dien
2574,xãm mua Äá»©t pin,,VF5 Plus,2024,,Đã qua sử dụng,Mua pin,,True,oto_dien
2575,-70 triệu. -Csbh tháng 1: giá bán 50 triệu. -Giá thu: 670 triệu,,VF8 Eco,,,,Mua pin,,False,oto_dien
2576,$12,,,,,,,,False,
2577,,,,,,,,,False,
2578,"mua pin Catl, odo 3900 km, xe đã qua sử dụng doanh nghiệp thải",,VF9 Plus,2024,3900,Đã qua sử dụng,Mua pin,False,True,
2579,"odo 1v km full lá»ch sá» hÃ£ng, bao check má»i nÆ¡i theo yÃªu cáº§u",,VF5 Plus,2024,10000,Đã qua sử dụng,,,True,oto_dien
2580,máº«u xe thuáº§n Äiá»n #EQB250 hÆ¡n 500km/sáº¡c,,EQB250,,,,,,False,oto_dien
2581,sản xe VF8 màu đen,,,,,,,,False,
2582,,,,,,,,,False,
2583,"VinFast VF3 model, purchased used with odometer at 7000km, year of manufacture 2024, priced and equipped with various features including LED headlights, JBL speakers, sunroof, film, rear parking sensors, two-tone paint, and more. Warranty until July 2027, maintenance service included for two years.",,,,,,,,False,
2586,odo 2v xe cá»±c má»i-sáºµn xe giao dá»ch luÃ´n-giÃ¡,,VF8 S,2024,,Đã qua sử dụng,,,False,oto_dien
2587,"VinFast VF9 SUV with discounts and free charging available until February 10, 2029",,VF9 Sáº´N,,,,"free charging available until February 10, 2029",,False,
2588,,VinFast,VF3,,,,,,False,oto_dien
2590,"GEELY EX5 xe giao ngay, có nhiều trang bị hiện đại cùng công nghệ tiên tiến, hỗ trợ cho khách hàng thuê xe trong tháng. Các ưu đãi bao gồm: voucher thanh toán trước, sạc tay và treo tăng, giá bán: EX5 Pro 839 triệu, EX5 Max 889 triệu. Mua xe ngay hôm nay nhận ưu đãi ngay hôm nay. Giá xe có hạn.",,GEELY EX5,,,,,,False,
2594,"odo 3.9v, mua pin, phím lân cao cấp",,VF6 Eco,,3900,Đã qua sử dụng,,,False,oto_dien
2596,"giá niêm yết, thuế thêm, thuế cho Công an, BÁº Á»",VinFast,VF 3,,,,,,False,oto_dien
2597,"zin 100%, miã⁔n sáº¡c 2027, dããn phim, thãm sãªn, bãº­c ghãº¿",,Limo,2025,,Mới,,False,True,oto_dien
2599,"full khÃ´ng cáº¥t options, odo 5.2v km, sáº¡c free",VinFast,VF6 Plus,,5200,Đã qua sử dụng,,,False,oto_dien
2600,"xãm/Ân, mua pin-â Xe sx 2024-â Odo 1.7v km-â",VinFast,VF6 Plus,2024,17000,Đã qua sử dụng,,,True,oto_dien
2601,pin catl odo 3v9 lá»p má»i cáº£ dÃn,VinFast,VF8 Plus,2023,,Đã qua sử dụng,,,False,oto_dien
2603,,VinFast,VF8 ALL NEW,,,,,,False,oto_dien
