id,reasoning,brand,model,imputed_year,imputed_mileage_km,has_aftermarket_mods
988,Brand VinFast; Model Evo Neo; Production year 2025; Mileage 4800 km; no aftermarket mods mentioned.,VinFast,Evo Neo,2025.0,4800.0,False
989,Brand VinFast; Model Evo Grand; Production year 2026; Mileage 700 km; no aftermarket mods mentioned.,VinFast,Evo Grand,2026.0,700.0,False
990,Brand Yadea; Model SK8; no year or mileage mentioned.,Yadea,SK8,,,False
991,Model V1 Plus Cam identified; brand not specified.,,V1 Plus Cam,,,False
992,Model Katana; brand not specified.,,Katana,,,False
993,Detected Dat Bike Evo200 with 2025 registration; odo 8000 km; no aftermarket mods indicated.,Dat Bike,Evo200,2025.0,8000.0,False
994,Detected VinFast FelizS with 2024 registration; odo 13000 km; no aftermarket mods indicated.,VinFast,FelizS,2024.0,13000.0,False
995,Detected VinFast FelizS with no year or mileage explicitly mentioned; no aftermarket mods indicated.,VinFast,FelizS,,,False
996,Detected Dat Bike Evo200 with 2024 registration; mileage not stated; no aftermarket mods indicated.,Dat Bike,Evo200,2024.0,,False
997,Detected Dat Bike Quantum S1 with 2026 registration; odo ~900 km; no aftermarket mods indicated.,Dat Bike,Quantum S1,2026.0,900.0,False
998,Brand inferred as VinFast; model FelizS; year 2024 identified from title; mileage not stated.,VinFast,FelizS,2024.0,,False
999,Brand VinFast; model Evo200 Lite; year 2024; mileage 9000 km inferred from ODO; no mods mentioned.,VinFast,Evo200 Lite,2024.0,9000.0,False
1000,Brand VinFast; model FelizS; year 2024; mileage 9000 km from odo; no mods mentioned.,VinFast,FelizS,2024.0,9000.0,False
1001,Brand VinFast; model Evo Max; mileage 4592 km; year not specified.,VinFast,Evo Max,,4592.0,False
1002,3-wheeled vehicle; brand/model not discernible from title/desc; set to null.,,,,,False
1003,Brand VinFast detected; model Evo Lite Neo; mileage 75 km; no aftermarket mods; year not mentioned.,VinFast,Evo Lite Neo,,75.0,False
1004,Model Evo max identified; brand not explicitly stated; no mileage or year provided; no mods.,,Evo max,,,False
1005,Brand VinFast; model Feliz; year 2025 mentioned; mileage not explicitly given; no aftermarket mods.,VinFast,Feliz,2025.0,,False
1006,Brand not stated; model appears to be TAFU; no mileage or year provided; no mods.,,TAFU,,,False
1007,Brand Yadea; model iCandy; mileage 2 km; appears to be near-new; no mods.,Yadea,iCandy,,2.0,False
1018,"Detected brand VinFast, model Vento; year 2025 from title; mileage 20000 km from description; no aftermarket mods indicated in listing.",VinFast,Vento,2025.0,20000.0,False
1019,Detected Feliz model from VinFast; year 2025; mileage 6700 km (Odo); 2-pin configuration; no aftermarket mods.,VinFast,Feliz,2025.0,6700.0,False
1020,"Brand Yadea, model Adora; year 2022; mileage not specified in listing; no aftermarket mods.",Yadea,Adora,2022.0,,False
1021,"Brand VinFast, model Feliz; year 2025; mileage 3000 km (Odo); 2-pin configuration; no aftermarket mods.",VinFast,Feliz,2025.0,3000.0,False
1022,"Brand VinFast, model Feliz S; year not stated; mileage not stated; aftermarket modification detected (upgraded fast charger).",VinFast,Feliz S,,,True
1008,VinFast EvoMax detected; no year or odometer mentioned; no aftermarket mods stated.,VinFast,EvoMax,,,False
1009,Yadea Oris detected; range ~80km per charge; no year or odometer given; no mods mentioned.,Yadea,Oris,,,False
1010,VinFast Klara S2; year 2025; odometer 2000 km; no aftermarket mods stated.,VinFast,Klara S2,2025.0,2000.0,False
1011,Sonco Lyn; year 2026; odometer 900 km; no aftermarket mods noted.,,LYN,2026.0,900.0,False
1012,Dat Bike QuantumS2; year 2025; odometer 3000 km; no aftermarket mods stated.,Dat Bike,QuantumS2,2025.0,3000.0,False
1023,Brand not in approved list; model parsed as K1; mileage 126 km; no aftermarket mods.,,K1,,126.0,False
1024,Brand Dat Bike; model Quantum S1; mileage 15000 km; no mods.,Dat Bike,Quantum S1,,15000.0,False
1025,Brand VinFast; model Klara Neo; mileage not specified.,VinFast,Klara Neo,,,False
1026,Brand not detected; model Xmen; used condition implied by 'đã sử dụng'. Mileage not specified.,,Xmen,,,False
1027,Brand VinFast; model EVO MAX; mileage 900 km; not modified.,VinFast,EVO MAX,,900.0,False
1013,Brand: VinFast; Model: Feliz; Imputed Year: 2025; Mileage: 3000 km; Aftermarket mods: false.,VinFast,Feliz,2025.0,3000,False
1014,Brand: VinFast; Model: Vero X; Imputed Year: 2026; Mileage: 1600 km; Aftermarket mods: true (full decals and CNC hand grip noted).,VinFast,Vero X,2026.0,1600,True
1015,Brand: VinFast; Model: EvoGrand; Imputed Year: 2026; Mileage: 3000 km; Aftermarket mods: false.,VinFast,EvoGrand,2026.0,3000,False
1016,Model: Evo Grand; Year: null; Mileage: 12000 km; Brand: null; Aftermarket mods: false.,,Evo Grand,,12000,False
1017,Brand: VinFast; Model: Feliz S; Year: null; Mileage: 66000 km; Aftermarket mods: false.,VinFast,Feliz S,,66000,False
1028,Listed as Milan II electric bike; model identified as Milan II. Brand not stated; no year or mileage mentioned; no aftermarket mods indicated.,,Milan II,,,False
1029,Ally electric motorcycle with multiple color options; no year or mileage mentioned. Brand likely Pega; model Ally.,Pega,Ally,,,False
1030,Dat Bike Quantum S1 listed; year 2026; described as 100% new; no mileage or mods.,Dat Bike,Quantum S1,2026.0,,False
1031,"Pega-branded electric bike; phrase '6 bình' appears in title as a feature, not a concrete model; mods implied by 'đồ chơi' phrase.",Pega,,,,True
1032,Honda Icon E listed; model inferred as Icon E; no year or mileage; not in use yet; no mods.,Honda,Icon E,,,False
1033,Brand detected: VinFast. Model detected: Evo Max. No production year or mileage mentioned. No explicit aftermarket mods identified.,VinFast,Evo Max,,,True
1034,No brand or model specified in title/desc. 48V mentioned but not enough to determine model/year/mileage.,,,,,False
1035,Model identified as Chaly; brand not specified in title/desc.,,Chaly,,,False
1036,Mention of Vespa style electric shown as model; brand not in the standard list.,,Vespa,,,False
1037,Brand detected: VinFast. Model detected: TheonS. Year mentioned: 2025. Mileage mentioned: 3500 km.,VinFast,TheonS,2025.0,3500.0,False
1043,Brand not identifiable from the listing; model inferred as 'Xmen F1'; no explicit year or mileage mentioned; no aftermarket mods noted.,,Xmen F1,,,False
1044,Model inferred as 'Milan II'; no brand or year/mileage explicitly stated; no aftermarket mods noted.,,Milan II,,,False
1045,Model inferred as 'Evo Grand'; no brand or year/mileage explicitly stated; no aftermarket mods noted.,,Evo Grand,,,False
1046,Brand identified as VinFast; model 'Feliz'; mileage 10000 km mentioned; no year stated; no aftermarket mods noted.,VinFast,Feliz,,10000.0,False
1047,Brand identified as VinFast; model 'Feliz S'; year 2022 mentioned; mileage not stated; no aftermarket mods noted.,VinFast,Feliz S,2022.0,,False
1038,Brand: VinFast; Model: Feliz; Year mentioned: 2025; Odometer not specified in description; Aftermarket mods indicated by upgraded front suspension (phuộc/địa phương).,VinFast,Feliz,2025.0,,True
1039,Brand not in the allowed standard-brand list; Model identified as IMPES; Odometer listed as 500 km; No aftermarket mods mentioned.,,IMPES,,500.0,False
1040,Brand: VinFast; Model: Evo Max; Odometer listed as 900 km; No aftermarket mods mentioned; Year not specified.,VinFast,Evo Max,,900.0,False
1041,Brand: VinFast; Model: EvoGrand; Year mentioned: 2025; Odometer listed as 15k km; No aftermarket mods mentioned.,VinFast,EvoGrand,2025.0,15000.0,False
1042,Brand: VinFast; Model: Evo 200; Odometer listed as 18k km; No aftermarket mods mentioned; Year not specified.,VinFast,Evo 200,,18000.0,False
1048,VinFast Evo200 with 9000km mileage; no aftermarket mods indicated.,VinFast,Evo200,,9000.0,False
1049,Vespa Xanh Xám electric scooter; brand not in standard list; no mileage/year; no mods.,,Vespa Xanh Xám,,,False
1050,Dibao Milan black; used daily; wear and scratches; includes charger; no aftermarket mods indicated.,Dibao,Milan,,,False
1051,"Datbike Quantum S2 with 4200km; upgrades/modifications listed (suspension, guards, decals, etc.).",Dat Bike,Quantum S2,,4200.0,True
1052,TailG JS50 NEW; no mileage data; no aftermarket mods indicated; brand not in standard list.,,JS50,,,False
1053,Brand: Yadea; Model: E3S; mileage inferred from stated range 50-80km (65km midpoint); year: null; aftermarket mods: null.,Yadea,E3S,,65.0,False
1054,Brand: VinFast; Model: Flazz; mileage from odo: 285km; year: null; aftermarket mods: null.,VinFast,Flazz,,285.0,False
1055,Brand: Honda; Model: Chaly; mileage: range 2-25km (not a precise odometer); year: null; aftermarket mods: null.,Honda,Chaly,,,False
1056,Brand: Yadea; Model: Odora Pro; year: 2023; mileage: 3580km; aftermarket mods: null.,Yadea,Odora Pro,2023.0,3580.0,False
1057,Brand: VinFast; Model: Evo Grand; year: null; mileage: null; aftermarket mods: null.,VinFast,Evo Grand,,,False
1063,Brand Yadea detected from title; model not specified; year and mileage not mentioned; no aftermarket mods indicated.,Yadea,,,,False
1064,Brand Yadea and model Oris detected; year 2024 mentioned; mileage 11000 km stated.,Yadea,Oris,2024.0,11000.0,False
1065,No brand/model/year/mileage/mods information clearly provided.,,,,,False
1066,Brand VinFast detected; model Klara S2; no year or mileage specified.,VinFast,Klara S2,,,False
1067,Brand VinFast detected; model Vento Neo; no year or mileage specified.,VinFast,Vento Neo,,,False
1058,Detected model XSR155 ( Yamaha ) with year 2020. Brand not in the standard mapping; mileage not specified. No aftermarket mods indicated.,,XSR155,2020.0,,False
1059,VinFast Evo 200 listed; no year or mileage explicitly mentioned. Describes stock condition and battery/engine health.,VinFast,Evo 200,,,False
1060,Electric Vespa Osakar; no year or mileage information provided; appears stock.,,Vespa Osakar,,,False
1061,Lima Vespa electric scooter; no year or mileage information provided; stock features mentioned.,,Lima Vespa,,,False
1062,DatBike Quantum S2; odometer shows 9000 km; no year mentioned; no aftermarket mods described.,Dat Bike,Quantum S2,,9000.0,False
1068,"Parsed from title/desc: brand Yadea, model OVA, mileage 295 km; year not mentioned; no aftermarket mods detected.",Yadea,OVA,,295.0,False
1069,"Parsed from title/desc: brand VinFast, model Evo200 Lite; year not mentioned; mileage not mentioned; battery/charger upgrade noted in description indicating aftermarket mods.",VinFast,Evo200 Lite,,,True
1070,"Parsed from title/desc: brand Yadea, model iCandy; year not mentioned; mileage not mentioned; no aftermarket mods explicitly stated.",Yadea,iCandy,,,False
1071,"Parsed from title/desc: brand VinFast, model Evo 200; year mentioned as 2025; mileage 34000 km (Odo 34k); aftermarket mod detected (protective film applied).",VinFast,Evo 200,2025.0,34000.0,True
1072,"Parsed from title/desc: model Neo (brand not clearly listed); year 2025; mileage 12000 km; aftermarket mods detected (upgraded fork, Brembo brakes, larger battery, newer charger).",,Neo,2025.0,12000.0,True
1073,Year 2025 inferred from title. Mileage 10000 km inferred from '10000km'. Brand not in standard list (Vento appears to be model). Model extracted as 'Neo'. No aftermarket mods detected.,,Neo,2025.0,10000.0,False
1074,Brand VinFast detected. Model Theon S. No year or mileage mentioned.,VinFast,Theon S,,,False
1075,Year 2025 and mileage 10000 km found in title. VinFast brand; model Feliz S.,VinFast,Feliz S,2025.0,10000.0,False
1076,Year 2025 detected. Mileage not mentioned. Brand VinFast; model Feliz. 2 pin indicates dual battery but not listed as aftermarket mod per rules.,VinFast,Feliz,2025.0,,False
1077,Brand Pega detected. Model S. No year or mileage mentioned.,Pega,S,,,False
1083,"Brand inferred: Yadea from title; no year, mileage, or aftermarket mods mentioned; model unknown.",Yadea,,,,False
1084,Brand inferred: VinFast from title; no model or year or mileage specified; no mods mentioned.,VinFast,,,,False
1085,Brand inferred: VinFast; model Evo200; year and mileage not mentioned; no mods.,VinFast,Evo200,,,False
1086,Brand inferred: VinFast; model Evo Grand Lite; year and mileage not mentioned; no mods.,VinFast,Evo Grand Lite,,,False
1087,Brand not in standard set (Vespa) -> brand set to null; model inferred as Dk; year 2023 mentioned; mileage not provided.,,Dk,2023.0,,False
1078,Honda Zoomer Anbico identified from title; model zoomer Anbico; no year or mileage mentioned; described as stock/original; no aftermarket mods.,Honda,Zoomer Anbico,,,False
1079,Wear++ model with 2023 year and 3800 km mileage mentioned; brand not stated in listing; no mods indicated.,,Wear++,2023.0,3800.0,False
1080,VinFast EVO 200 with 2025 production year; no mileage specified; no aftermarket mods.,VinFast,EVO 200,2025.0,,False
1081,No brand/model/year/mileage stated; description focuses on red color and general features; no mods.,,,,,False
1082,Yadea brand with model 133 Super; no year/mileage stated; listed as 'còn mới' (still new); no mods.,Yadea,133 Super,,,False
1088,Brand: unknown (not in the prescribed standard brands). Model: M133. No production year or ODO mileage mentioned. No aftermarket mods indicated.,,M133,,,False
1089,Brand: Vespa not in standard brands list; Model: LX150; Year: 2026; Mileage: not disclosed; Aftermarket mods: not indicated.,,LX150,2026.0,,False
1090,Brand: NISPA not in standard brands; Model: NISPA Limited; Year: null; Mileage: null; Aftermarket mods: not indicated.,,NISPA Limited,,,False
1091,Brand: Yadea (standard). Model: Vekoo; Year: 2026; Mileage: 1000; Aftermarket mods: not indicated.,Yadea,Vekoo,2026.0,1000.0,False
1092,Brand: VinFast (standard). Model: Motio; Year: 2025; Mileage: 7000; Aftermarket mods: not indicated.,VinFast,Motio,2025.0,7000.0,False
1093,Brand: Yadea; Model: iCandy; Year: 2026; Odometer: 300 km.,Yadea,iCandy,2026.0,300.0,False
1094,Brand: Yadea; Model: i8; Mileage: under 1000 km; Age ~1 year.,Yadea,i8,,999.0,False
1095,Brand: Yadea; Model: V1; Description indicates new 100%.,Yadea,V1,,,False
1096,Brand: Yadea; Model: V1; New with 12-month warranty; delivery available.,Yadea,V1,,,False
1097,Model: BF26; Brand: unknown (not in standard list).,,BF26,,,False
1103,Brand identified as Yadea from title; no explicit production year or mileage mentioned; no aftermarket mods indicated; model not specified.,Yadea,,,,False
1104,Brand not in standard mapping (Piaggio Vespa). Brand set to null. Model inferred as Vespa. No year or mileage mentioned. No aftermarket mods.,,Vespa,,,False
1105,Brand not mapped; model Vespa. Production year explicitly mentioned as 2023. No mileage stated. No aftermarket mods.,,Vespa,2023.0,,False
1106,Brand not mapped; model inferred as 'VENTOS Lướt 6900'. First registration year 2024 mentioned; imputed_year=2024. No mileage and no aftermarket mods.,,VENTOS Lướt 6900,2024.0,,False
1107,Brand identified as Yadea from title. Model inferred as 'TALG BEF'. No year or mileage mentioned. No aftermarket mods.,Yadea,TALG BEF,,,False
1098,Brand detected: Yadea from title; no year or mileage mentioned; no aftermarket mods indicated.,Yadea,,,,False
1099,Brand detected: Dibao from description; model possibly Vespa (as mentioned together with Dibao); no year or mileage mentioned; no aftermarket mods indicated.,Dibao,Vespa,,,False
1100,"Brand: VinFast detected; model: Vento; year mentioned as 2025; odometer value not explicitly provided in numbers, but mileage inferred from 'odo 52 ngàn' equals 52000 km; no aftermarket mods indicated.",VinFast,Vento,2025.0,52000.0,False
1101,Brand: VinFast detected; model Evo 200; used; no year or mileage mentioned; no aftermarket mods indicated.,VinFast,Evo 200,,,False
1102,No standard brand detected in title; Vespa mentioned as possible model; no year or mileage mentioned; no aftermarket mods indicated.,,Vespa,,,False
1113,Brand inferred as Dat Bike from title; model mentioned as Weaver 200 or Quantum; year and mileage not specified; no aftermarket mods indicated.,Dat Bike,Weaver 200 / Quantum,,,False
1114,Brand not clearly specified; model referenced as DK Bike in title; year and mileage not provided.,,DK Bike,,,False
1115,Brand detected as VinFast; model Evo200; year 2024 mentioned in title; mileage 20000 km stated.,VinFast,Evo200,2024.0,20000.0,False
1116,Brand detected as VinFast; model Feliz; year 2025 mentioned; mileage 6000 km stated.,VinFast,Feliz,2025.0,6000.0,False
1117,Brand detected as Yadea; model Oris; no year or mileage specified.,Yadea,Oris,,,False
1123,Brand VinFast detected in title; model Ludo; no explicit year or mileage information; no aftermarket mods mentioned.,VinFast,Ludo,,,False
1124,Brand not in the standard list (Victoria not among allowed brands) → brand null; model V38-PRO; year 2025; mileage 3500 km; no aftermarket mods mentioned.,,V38-PRO,2025.0,3500.0,False
1125,Brand VinFast detected; model Evo Grand Lite; year and mileage not provided; no aftermarket mods mentioned.,VinFast,Evo Grand Lite,,,False
1126,Brand Vespa not in the standard list → brand null; model Vespa; no year or mileage provided; no aftermarket mods mentioned.,,Vespa,,,False
1127,Brand Vespa not in the standard list → brand null; model Vespa; no year or mileage provided; no aftermarket mods mentioned.,,Vespa,,,False
1118,Brand detected VinFast; model Evo Lite Neo; no year/mileage mentioned; no aftermarket mods.,VinFast,Evo Lite Neo,,,False
1119,Brand detected Dibao; model PANSYS; no year/mileage; no aftermarket mods.,Dibao,PANSYS,,,False
1120,Model Xmen; brand not specified; no year/mileage; no aftermarket mods.,,Xmen,,,False
1121,Brand VinFast; model EVO Grand; year 2026; mileage 3000km; no mods.,VinFast,EVO Grand,2026.0,3000.0,False
1122,Brand VinFast; model Amio; mileage 9km; no year; new; no mods.,VinFast,Amio,,9.0,False
1108,Brand detected: VinFast. Model: Feliz II. Year inferred: 2026 from registration. Mileage: not stated. No aftermarket mods mentioned.,VinFast,Feliz II,2026.0,,True
1109,Brand not in standard list (listed as Royzer Z3). Model: Royzer Z3. Year: not stated. Mileage: not stated. No aftermarket mods mentioned.,,Royzer Z3,,,False
1110,Brand detected: VinFast. Model: Feliz. Year inferred: 2025. Mileage: not stated.,VinFast,Feliz,2025.0,,False
1111,Brand detected: VinFast. Model: Impress. Year: not stated. Mileage: not stated.,VinFast,Impress,,,False
1112,Brand detected: VinFast. Model: Feliz S. Year inferred: 2024. Mileage: 15000 km.,VinFast,Feliz S,2024.0,15000.0,False
1128,Brand not in standardized list; model inferred as Vespa; no year or mileage mentioned; no aftermarket mods.,,Vespa,,,False
1129,Brand identified as VinFast; model Vento Neo; mileage 17000 km; year not mentioned.,VinFast,Vento Neo,,17000.0,False
1130,Brand Yadea; model M6i; year 2022; mileage 14000 km.,Yadea,M6i,2022.0,14000.0,False
1131,Brand Yadea; year 2024; mileage 4000 km; model not specified in description.,Yadea,,2024.0,4000.0,False
1132,Brand not identified; model inferred as Xmen; no year or mileage.,,Xmen,,,False
1133,Year detected 2022 from title. Brand not in standard list. Model inferred as Xmen. Mileage and aftermarket mods not mentioned.,,Xmen,2022.0,,False
1134,No year or mileage mentioned. Brand not in standard list. Model inferred as NJOSHIMA X.,,NJOSHIMA X,,,False
1135,Brand VinFast detected. Model VeroX. Year 2026. ODO mileage 3647 km (listed as 3646.7 km).,VinFast,VeroX,2026.0,3647.0,False
1136,Brand VinFast detected. Model Klara S. Year 2025. ODO mileage 19473 km.,VinFast,Klara S,2025.0,19473.0,False
1137,Brand Yadea detected. Model 36V. Year unknown. Mileage unknown.,Yadea,36V,,,False
1148,Brand: Yadea; Model: Vekoo; Year: 2025; Mileage: 5000 km; No aftermarket mods.,Yadea,Vekoo,2025.0,5000.0,False
1149,Brand: unknown; Model: unknown; Year: null; Mileage: null; No aftermarket mods inferred.,,,,,False
1150,Brand: unknown; Model: Motio; Mileage: 7244 km; Year: null; No aftermarket mods.,,Motio,,7244.0,False
1151,Brand: Honda; Model: Icon E; Year: 2025; Mileage: 3000 km; No aftermarket mods.,Honda,Icon E,2025.0,3000.0,False
1152,Brand: unknown; Model: Evo Grandlite; Mileage: 6000 km; Year: null; No aftermarket mods.,,Evo Grandlite,,6000.0,False
1138,Brand: VinFast; Model: VeroX 1; Mileage: 2898 km; Year: null; Aftermarket mods: null.,VinFast,VeroX 1,,2898.0,False
1139,Brand: VinFast; Model: null; Mileage: null; Year: null; Aftermarket mods: null.,VinFast,,,,False
1140,Model: S2; Mileage: 11000 km; Year: 2022; Brand not mapped to standard list (Kalara). Aftermarket mods: null.,,S2,2022.0,11000.0,False
1141,Brand: VinFast; Model: Evo Grand; Mileage: 9000; Year: 2025; Aftermarket mods: null.,VinFast,Evo Grand,2025.0,9000.0,False
1142,Brand: Pega; Model: S+; Mileage: null; Year: 2023; Aftermarket mods: null.,Pega,S+,2023.0,,False
1143,Listing describes two Theons (Thoens) bikes: one 2025 with ~6500km mileage; implies battery 120Ah. No explicit aftermarket mods detected.,,Thoens,2025.0,6500.0,False
1144,"VinFast Klara S, year 2022, stated range 40-50 km per charge; no aftermarket modifications mentioned.",VinFast,Klara S,2022.0,,False
1145,Old Vespa electric listing; year 2023 noted; no explicit mileage or aftermarket mods mentioned.,,Vespa,2023.0,,False
1146,"VinFast Vento ABS, battery 100; no year/mileage details provided; stock condition implied.",VinFast,Vento,,,False
1147,Quantum S3 with 180km ODO; aftermarket mods include Full PPF and Vision bumper.,,Quantum S3,,180.0,True
1153,"Brand VinFast, model Felix 2; year 2026; mileage inferred around 150 km from description; no aftermarket mods.",VinFast,Felix 2,2026.0,150.0,False
1154,"Brand VinFast, model Viber; odometer 180 km; listed with several aftermarket updates (signals, fork, carbon body caps).",VinFast,Viber,,180.0,True
1155,"Brand not in standard list (Osakar), model MEN; year and mileage not stated; no mods mentioned.",,MEN,,,False
1156,"Brand Yadea, model Oris; no year/mileage specified; no mods.",Yadea,Oris,,,False
1157,"Brand VinFast, model Evo200; year 2025; mileage 7436.5 km (~7437 km); no mods.",VinFast,Evo200,2025.0,7437.0,False
1163,"Extracted from title: brand Yadea, model M6i TTFAR, production year 2023. Mileage not mentioned. No aftermarket mods indicated.",Yadea,M6i TTFAR,2023.0,,False
1164,"From title/desc: year 2025, mileage 5000 km (odo 5k). Brand not identifiable from data.",,EvoLite Neo,2025.0,5000.0,False
1165,From title: Feliz2025; year 2025; mileage 4000 km; brand not identifiable.,,Feliz2025,2025.0,4000.0,False
1166,From title: QuantumS2; no production year provided; mileage 8 km; brand unknown.,,QuantumS2,,8.0,False
1167,From title: Tailg R71; brand not in standard list; year and mileage not specified.,,Tailg R71,,,False
1158,Brand detected: VinFast; model: Impes; year: null; mileage: null; aftermarket mods: false.,VinFast,Impes,,,False
1159,Brand: unknown; model: Osaka; year: null; mileage: null; aftermarket mods: false.,,Osaka,,,False
1160,Brand: unknown; model: Evo Max; year: null; mileage: null; aftermarket mods: false.,,Evo Max,,,False
1161,Brand: Yadea; model: V1 Plus; year: 2020; mileage: 2; aftermarket mods: false.,Yadea,V1 Plus,2020.0,2.0,False
1162,Brand: Dibao; model: Pansy S2; year: 2022; mileage: null; aftermarket mods: false.,Dibao,Pansy S2,2022.0,,False
1168,Brand VinFast and model Feliz inferred from the FelizS Feliz wording and Vinfast references. No year or mileage stated. No aftermarket mods mentioned.,VinFast,Feliz,,,False
1169,Brand VinFast inferred from Evo200 Lite 2025 listing; model Evo200; year 2025 present in description. No mileage stated. No aftermarket mods mentioned.,VinFast,Evo200,2025.0,,False
1170,Brand Yadea detected from title; model Xmen Neo mentioned. Year 2025 inferred from date 2025 in description. No mileage stated. No aftermarket mods mentioned.,Yadea,Xmen Neo,2025.0,,False
1171,"Listing mentions multiple models (Theon S, Evo, Klara, Filez, Lite, Quantum) with no single model or brand specified. Set fields to null where unspecified.",,,,,False
1172,Mention of Vogue as a 3-wheel model; brand not identifiable from provided text. Set brand and model accordingly with model 'Vogue'.,,Vogue,,,False
1178,Brand: Yadea; Model: Ocean; Year: 2023; Mileage: 7000 km; Not aftermarket-modified.,Yadea,Ocean,2023.0,7000.0,False
1179,Brand: VinFast; Model: Evo 200; Year: 2024; Mileage: 10000 km; Aftermarket mods: seat upgrade (yên đan + yên phụ).,VinFast,Evo 200,2024.0,10000.0,True
1180,"No explicit brand, model, year, or mileage mentioned; cannot infer.",,,,,False
1181,Brand: VinFast; Model: Evo Lite Neo; Year: null; Mileage: null; No mods mentioned.,VinFast,Evo Lite Neo,,,False
1182,Brand: VinFast; Model: Feliz S; Year: 2024; Mileage: null; Aftermarket mods: seat upgrade.,VinFast,Feliz S,2024.0,,True
1173,Title mentions 'K1' as model; brand not stated. No mileage/year mentioned. No aftermarket mods explicitly described.,,K1,,,False
1174,Brand inferred as Yadea from title; model 'Type 3 Pro'. No year/mileage mentioned. No mods described.,Yadea,Type 3 Pro,,,False
1175,Brand not specified in title/desc. Model inferred as 'Vespa'.,,Vespa,,,False
1176,Description notes color and usage; no brand/model/year/mileage specified.,,,,,False
1177,Brand identified as VinFast from title; model 'Motio'. No year/mileage mentioned. No mods described.,VinFast,Motio,,,False
1188,Brand detected: Dat Bike; model Weaver v1. No explicit year or ODO; no aftermarket mods mentioned.,Dat Bike,Weaver v1,,,False
1189,Brand detected: VinFast; model Vero X. No explicit year or ODO; no aftermarket mods mentioned.,VinFast,Vero X,,,False
1190,Brand not in standardized list; model inferred as Vespa Xám Hồng. No year or ODO; no aftermarket mods mentioned.,,Vespa Xám Hồng,,,False
1191,Brand not in standardized list; model inferred as LX150 Galaxy. The text includes AQ2026 which suggests year 2026; no mileage; no aftermarket mods.,,LX150 Galaxy,2026.0,,False
1192,Brand detected: Yadea; year inferred as 2020 from the title. Model not specified.,Yadea,,2020.0,,False
1183,VinFast Evo Max identified; year 2026 mentioned in title. No mileage or aftermarket mods indicated.,VinFast,Evo Max,2026.0,,False
1184,Yadea Ocean identified; no year or mileage mentioned.,Yadea,Ocean,,,False
1185,VinFast Feliz with year 2025 and odometer around 4000 km.,VinFast,Feliz,2025.0,4000.0,False
1186,"3-wheel electric vehicle (not a two-wheeler); no brand, model, or mileage detectable.",,,,,False
1187,"Dat Bike Quantum S2 with 27,500 km mileage detected from title; year not specified.",Dat Bike,Quantum S2,,27500.0,False
1198,"Yadea Ocean 2024: brand Yadea, model Ocean, year 2024, mileage 8900 km, no aftermarket mods detected.",Yadea,Ocean,2024.0,8900.0,False
1199,"Quantum S1: model S1; year unknown; mileage 35430 km; aftermarket mods suggested by description (e.g., Ohlin fork, hydraulic brakes, accessories). Brand not in standard set.",,S1,,35430.0,True
1200,Lavia GX 2025: model GX; year 2025; brand not in standard set; mileage not stated.,,GX,2025.0,,False
1201,"VinFast Evo MAX: brand VinFast, model Evo MAX; year not stated; mileage 21 km.",VinFast,Evo MAX,,21.0,False
1202,Feliz 2025: model Feliz; year 2025; mileage 5000 km; brand not identified in standard set.,,Feliz,2025.0,5000.0,False
1193,Brand not in standard list; model identified as Dior 946; year and mileage not specified; no aftermarket mods mentioned.,,Dior 946,,,False
1194,Brand not listed; model identified as Quantum S3; mileage 7958 km; no aftermarket mods evident.,,Quantum S3,,7958.0,False
1195,Brand VeroX not in standard list; model VeroX; mileage 1000 km.,,VeroX,,1000.0,False
1196,Brand Dat Bike detected; model Quantum S1; mileage 27000 km; aftermarket mods present (suspension and brakes upgrades).,Dat Bike,Quantum S1,,27000.0,True
1197,Model EVO 200 LITE; year 2024; aftermarket mods present (protective film).,,EVO 200 LITE,2024.0,,True
1203,Brand: VinFast. Model: Evo Lite Neo. Year: null. Mileage: null. Aftermarket mods: true (listed as full đồ chơi).,VinFast,Evo Lite Neo,,,True
1204,Brand: VinFast. Model: Vento Neo. Year: 2025. Mileage: null. Aftermarket mods: false.,VinFast,Vento Neo,2025.0,,False
1205,Brand: Dat Bike. Model: S3. Year: 2025. Mileage: 10000. Aftermarket mods: false.,Dat Bike,S3,2025.0,10000.0,False
1206,Brand: VinFast. Model: Evo200 Lite. Year: 2025. Mileage: 10000. Aftermarket mods: false.,VinFast,Evo200 Lite,2025.0,10000.0,False
1207,Brand: VinFast. Model: FelizS BST. Year: null. Mileage: null. Aftermarket mods: false.,VinFast,FelizS BST,,,False
1208,Brand not identifiable from title/desc; model EH1 extracted from title; no mileage/year mentioned; aftermarket mods not stated (assumed false).,,EH1,,,False
1209,Brand Yadea and model G5 identified from title; mileage 2000 km mentioned; no stated aftermarket mods; year not specified.,Yadea,G5,,2000.0,False
1210,Brand Dat Bike (DatBikeS2) identified; model S2; year 2025 inferred from 'đk 2025'; mileage not mentioned.,Dat Bike,S2,2025.0,,False
1211,Brand VinFast identified; model Feliz; year 2025 inferred from title; mileage not mentioned.,VinFast,Feliz,2025.0,,False
1212,Brand not clearly identifiable from title; model Slay Fashion inferred from description; year/mileage not mentioned.,,Slay Fashion,,,False
