ID,Tên,Tiền (VNĐ),Vị trí,Ngày đăng,Người dùng,Sao,Đã bán,Đang bán,Năm sản xuất,Tình trạng,Số Km đã đi,Thông tin mô tả,Tính năng nổi bật,Tính năng khác,Kiểu dáng,Màu bên ngoài,Chiều dài(mm),Chiều dài cơ sở(mm),Chiều rộng(mm),khoảng sáng gầm(mm),Số chỗ ngồi,Trọng lượng bản thân (kg),Trọng lượng toàn tải (kg),Dung tích khoang hành lý (lít),Dung tích khoang hành lý khi gập ghế sau (lít),Công suất tốt đa(hp),Tốc độ tối đa (km/h),0-100(s),Tầm hoạt động (km),Dung lượng pin (kWh),Chi phí sạc đầy (VNĐ),Chi phí sạc hàng tháng (VNĐ),Sạc chậm (giờ),Sạc tiêu chuẩn (giờ),Phần trăm sạc treo tường,phút sạc treo tường
https://otodien.vn/oto-vinfast-vf9-nam-2026/100001315,VinFast VF9 2026 Plus,1299,Hà Nội,2026-06-06,Đại Việt Car,,4,26,2026,Đã sử dụng,4800 Km,"VF9 plus Vin 2026-7 chỗ trần thép-Xe mua pin CATL-Odo 4,800 km-Xe đã nâng cấp film, sàn Kata-Sạc free không giới hạn số lần trên tháng -Giá 1.299-📞 LH/Zalo: ***",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,5118.0,3150.0,2254.0,197.0,7,2830.0,3306.0,,,402.0,200.0,7.5,480.0,92.0,161000.0,503000.0,8-10 giờ,4 giờ,70.0,26.0
https://otodien.vn/oto-vinfast-vf7-nam-2024/100000459,"Bán VF7plus 2024, để lên VF9, xe giữ còn rất mới",850,Hà Nội,2025-08-20,Triệu Thị Hồng Thái,,0,0,2024,Đã sử dụng,40000 Km,"Xe bản VF7 plus, xe giữ còn rất mới, đã có pin.",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,4545.0,2840.0,1890.0,190.0,5,,,,,349.0,175.0,9.5,431.0,75.3,132000.0,465000.0,18 giờ,7 giờ,70.0,28.0
https://otodien.vn/oto-vinfast-vf9-nam-2023/100000501,VinFast VF9 Plus mua pin sdi 2023 cũ,999,Hà Nội,2025-09-29,NHẤT TÍN AUTO,,5,0,2023,Đã sử dụng,33000 Km,"Vf9 plus sx 2023 odo 3,3v km-Bản 6 ghế trần kính-Mua pin sdi,miễn phí sạc",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Bạc,5118.0,3150.0,2254.0,197.0,7,2830.0,3306.0,,,402.0,200.0,7.5,480.0,92.0,161000.0,503000.0,8-10 giờ,4 giờ,70.0,26.0
https://otodien.vn/oto-vinfast-vf8-nam-2026/100001207,Sẵn VF8 plus bản Việt,988,Hà Nội,2026-04-03,Quang Hưng,,0,0,2026,Xe mới,0 Km,"Sẵn xe VF8 đủ màu-- Đỏ-- Bạc-- Xám-- Trắng nóc xám-- Xám nóc bạc-Liên hệ em ngay để nhận được nhiều ưu đãi tốt, giá đẹp 💯-☎️ ***",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,402.0,200.0,5.5,400.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf3-nam-2026/100001197,"""🚗⚡ VF3 ĐẦU NĂM CHƠI LỚN GIẢM THẲNG 30TR !!!",268,Hà Nội,2026-04-02,Nguyễn Hồng VinFast,,0,0,2026,Xe mới,0 Km,"💥 NGOÀI RA EM HỒNG HỖ TRỢ GIẢM THÊM 1,5% GIÁ TRỊ XE-💥 GIẢM 6% GIÁ TRỊ XE !-🔥 Giảm 3% lãi xuất khi khách hàng mua xe trả góp-🔥 Sạc pin miễn phí đến 10/2/2029-🔥 Xe điện: Miễn 100% thuế trước bạ + Sạc FREE đến Tháng 10/02/2029 ⚡-- Khách hàng nào có nhu cầu lấy ngay em Hồng tặng Full phụ kiện:-+ DÁN KÍNH 3M-+ TRẢI THẢM DA-+ CAM HÀNH TRÌNH.-💥 Cam kết không chi phí phát sinh.-Khách hàng nào có nhu cầu lấy xe sớm liên hệ em ngay.-Giá em Hồng báo cam kết thấp nhất cho anh chị.-Call *** Em Hồng (Nhắn Zalo em hồng gửi luôn báo giá ạ).""",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,3190.0,2075.0,1679.0,191.0,5,857.0,1157.0,36.0,285.0,43.0,100.0,19.3,215.0,18.6,25000.0,384000.0,18 giờ,6 giờ,70.0,36.0
https://otodien.vn/oto-vinfast-vf8-nam-2023/100001043,VinFast VF8 2023 Eco,585,Hà Nội,2026-05-06,Thăng Long Car,,9,52,2023,Đã sử dụng,61000 Km,vf8 eco trắng vin 2023 pin sdi odo 6v1 giá chuyển đổi còn 585tr,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-lynk-co-08-em-p-nam-2026/100002034,"🔥 LYNK & CO 08 – SẠC ĐIỆN ĐI PHỐ, ĐỔ XĂNG ĐI XA🔥",1299,Ninh Bình,2026-06-17,Ngọc Ánh Lynk & Co,,0,1,2026,Xe mới,0 Km,"Không cần lo quãng đường, không cần đánh đổi trải nghiệm.-⚡ Công nghệ PHEV hiện đại-✨ Nội thất sang trọng, tiện nghi cao cấp-🛡️ ADAS thông minh, an toàn vượt trội-📩 Inbox ngay để nhận báo giá và ưu đãi mới nhất!-☎️ Hotline: ***-#LynkCo08 #LynkCoNamDinh #SUVHybrid #LynkCoVietnam",,,SUV/Crossover,Trắng,,,,,5,,,,,,,,,,,,,,,
https://otodien.vn/oto-vinfast-vf3-nam-2025/100000335,VinFast VF3 2025 mới,287,Cao Bằng,2025-06-12,Nông Quốc Hiệp,,0,0,2025,Xe mới,0 Km,Ưu đãi tháng 6/2025:-– Giảm ngay 4% tương ứng 11.960.000 đ-– Miễn 100% thuế trước bạ-– Nuôi xe 0đ trong 2 năm với chính sách sạc miễn phí hết Tháng 6/2027-Liên hệ để được tư vấn chi tiết!,Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,3190.0,2075.0,1679.0,191.0,5,857.0,1157.0,36.0,285.0,43.0,100.0,19.3,215.0,18.6,25000.0,384000.0,18 giờ,6 giờ,70.0,36.0
https://otodien.vn/oto-vinfast-vfe34-nam-2022/100000022,VinFast VF e34 2022 thuê pin cũ,490,Hà Nội,2025-03-09,Trường Ô Tô Điện,,0,0,2022,Đã sử dụng,40000 Km,"VinFast VFe34 sx 2022-– Màu xanh/be, thuê pin tiên phong 1.8tr/tháng-– Odo 4v km-– Xe đã dán film, thảm sàn nhựa đúc siêu sạch-– Miễn phí sạc đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 6 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh dương,4300.0,2611.0,1793.0,180.0,5,1490.0,1815.0,290.0,,147.0,130.0,12.0,318.6,42.0,73000.0,384000.0,19.4 giờ,6 giờ,80.0,18.0
https://otodien.vn/oto-vinfast-vf9-nam-2023/100000285,VinFast VF9 Plus 2023 cũ,990,Hà Nội,2025-06-02,NHẤT TÍN AUTO,,5,0,2023,Đã sử dụng,65000 Km,"Vf9 Plus Bạc 2023 thuê pin tiên phong-Lăn bánh 6,5 vạn miễn phí sạc 2027-Xe nguyên zin Đã dán phim, thảm sàn,,",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Bạc,5118.0,3150.0,2254.0,197.0,7,2830.0,3306.0,,,402.0,200.0,7.5,480.0,92.0,161000.0,503000.0,8-10 giờ,4 giờ,70.0,26.0
https://otodien.vn/oto-vinfast-vf9-nam-2025/100001232,VinFast VF9 2025 Plus,1290,Hà Nội,2026-05-26,Đại Việt Car,,4,26,2025,Đã sử dụng,325 Km,"🚘 VF9 Vin 2025 – bản 7 ghế, trần thép-⚡ Mua đứt pin CATL-📍 Odo chỉ 325km – xe siêu mới-✨ Xe lướt cực hiếm, gần như xe mới 100%-💰 Chỉ 12xx-📞 Liên hệ ngay: ***",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,5118.0,3150.0,2254.0,197.0,7,2830.0,3306.0,,,402.0,200.0,7.5,480.0,92.0,161000.0,503000.0,8-10 giờ,4 giờ,70.0,26.0
https://otodien.vn/oto-vinfast-vf8-nam-2025/100000398,VinFast VF8 Eco 2025 mới 100%,928,Hà Nội,2025-07-02,VinFast Trần Duy Hưng,,0,0,2025,Xe mới,0 Km,"VinFast VF8-Kích thước tổng thể (DxRxC) (mm): 4.750 x 1.900 x 1.660-Chiều dài cơ sở (mm): 2.950--Ưu đãi sạc miễn phí đến 30/06/2027--Gửi xe miễn phí đến 30/06/2027-- Trang bị: bộ mâm 5 chấu kép kích thước 21 inch bọc trong bộ lốp Pirelli 255/40R21, tay nắm cửa đồng màu thân xe, gương chiếu hậu tích hợp sấy và camera, các thông tin về xe sẽ được hiển thị trên kính lái HUD như: tốc độ, dung lượng pin, các thông tin về xe sẽ được hiển thị trên kính lái HUD như: tốc độ, dung lượng pin, điều hòa tự động 2 vùng với cửa gió điều hòa cho hàng ghế sau, bơm nhiệt, chức năng kiểm soát chất lượng không khí, lọc không khí cabin HEPA 1.0, gương chống chói tràn viền, dàn âm thanh 8 loa",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf8-nam-2022/100001295,VinFast VF8 2022 Plus,760,Hà Nội,2026-04-07,Bùi Trung Hiếu,,0,0,2022,Đã sử dụng,60000 Km,"xe sẵn hồ sơ giao ngay, giảm 120 triệu vào thẳng giá bán",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,402.0,200.0,5.5,400.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf8-nam-2024/100000033,VinFast VF8 Plus 2024 mới,1199,Hà Nội,2025-03-12,VinFast Tràng An Lê Văn Lương,,1,8,2024,Xe mới,0 Km,"⭐️ Em đang về 1 lô sẵn xe VF8 Eco, Plus màu ( Màu đặc biệt vag Vin sẽ ko sản xuất thêm nữa ) Vin24 đang được ưu đãi đặc biệt 50tr cho khách hàng-- Hỗ trợ thu xe xăng đổi sang xe điện với giá ưu đãi-- Hỗ trợ vay với 80% giá trị xe-Thủ tục nhanh gọn, dễ dàng-Nhiều chính sách siêu ưu đãi dành cho khách hàng-📞📞📞 Em Nhung: 0965 13 7770",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,402.0,200.0,5.5,400.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-limo-green-nam-2025/100000128,VinFast Limo Green 2025 siêu ưu đãi,749,Đà Nẵng,2025-03-31,VinFast Đà Nẵng,,1,34,2025,Xe mới,0 Km,"CHÍNH THỨC NHẬN CỌC XE VINFAST GREEN--🇻🇳 MINIO GREEN giá chỉ từ 269.000.000-Đặt cọc 7.000.000 VNĐ--🇻🇳 HERIO GREEN giá chỉ từ 499.000.000-Đặt cọc 10.000.000 VNĐ--🇻🇳 NERIO GREEN giá chỉ từ 668.000.000-Đặt cọc 10.000.000 VNĐ--🇻🇳 LIMO GREEN giá chỉ từ 749.000.000-Đặt cọc 15.000.000 VNĐ--- Miễn phí sạc đến tháng 07/2027-- Hỗ trợ 100% lệ phí trước bạ-- Cứu hộ miễn phí 24/7-- Chia sẽ doanh thu lên đến 90% trong 3 năm-- Hỗ trợ vay góp lên đến 80% giá trị xe-- Hỗ trợ đăng ký Flatform , Be , Grab--☎️ VinFast Phan Trọng Tuệ Đà Nẵng-Hotline : 0906 409 199 Tùng",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,Minivan (MPV),Đỏ,4740.0,2840.0,1872.0,170.0,7,,,,,204.0,175.0,9.5,450.0,60.1,132000.0,465000.0,18 giờ,7 giờ,70.0,30.0
https://otodien.vn/oto-vinfast-vf5-nam-2026/100001937,🚗VF5,439,Quảng Ninh,2026-06-22,VinFast Thịnh Cường Hạ Long,,0,7,2026,Xe mới,0 Km,"VẬN HÀNH THOẢI MÁI - AN TÂM HÀNH TRÌNH-Chọn VF 5 là chọn những hành trình nhẹ nhàng hơn mỗi ngày – nhẹ chi phí sở hữu, nhẹ gánh vận hành và thêm phần an tâm khi chuyển đổi sang xe điện.-Không còn áp lực tài chính, không còn lo chi phí nhiên liệu mỗi tháng, giờ đây việc sở hữu một chiếc xe điện hiện đại đã dễ dàng hơn bao giờ hết với loạt ưu đãi lên đến hơn 99 triệu đồng(*):-⭐️Mua xe 0 đồng (*)-⭐️Sạc pin 0 đồng (*) 3 năm-⭐️Miễn 100% lệ phí trước bạ (***)-⭐️Giảm thêm 3% chương trình ""Mùa Hè Rực Rỡ""-⭐️Giảm 6%(*) giá bán hoặc lãi suất cố định 7% (*) trong 3 năm-⭐️Tặng 2 năm bảo hiểm hoặc quy đổi tiền mặt trị giá 10 triệu đồng (**)--📍 Showroom VinFast Thịnh Cường Hạ Long-🏢 Địa chỉ: Vincom Hạ Long, Khu Cột Đồng Hồ, P. Bạch Đằng, TP. Hạ Long, Quảng Ninh",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,3967.0,2513.0,1723.0,182.0,5,1360.0,1685.0,260.0,900.0,134.0,130.0,12.0,326.4,37.2,64000.0,320000.0,18 giờ,6 giờ,70.0,30.0
https://otodien.vn/oto-vinfast-herio-green-nam-2026/100001018,Sẵn VinFast Herio Green Trắng,443,Hà Nội,2026-03-28,Minh Nguyễn,,0,0,2026,Xe mới,0 Km,"🔥Showroom em còn 1 bé Herio Trắng giá không chính sách chỉ 44x--🎁Ưu đãi cho khách hàng CA/QĐ giảm ngay 5%-🎁Đổi xe xăng qua điện hỗ trợ 3%-🎁Đăng kí plf, lắp định vị miễn phí--Bác nào tìm xe nhắn em ạ *** ☎️",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,3967.0,2514.0,1723.0,160.0,5,1360.0,1685.0,260.0,900.0,136.0,130.0,12.0,326.0,37.2,64000.0,320000.0,18 giờ,6 giờ,70.0,33.0
https://otodien.vn/oto-vinfast-vf3-nam-2024/100000306,VinFast VF3 2024 thuê pin lướt,240,Hà Nội,2025-06-05,Trường Ô Tô Điện,,0,0,2024,Đã sử dụng,6000 Km,"VinFast VF3 thuê pin-– Màu xanh rêu, sx 2024-– Odo lướt 6000 km-– Xe lên full 30 triệu phụ kiện: film xịn, ghế da Napa full 4 ghế mềm như e bé, bọc vô lăng, thảm sàn 6D, đăng kiểm, phí đường bộ đóng full 3 năm, ốp lazang, gương cầu lồi, đã gia cố càng A …v.v-– Miễn phí sạc xe đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh lá,3190.0,2075.0,1679.0,191.0,5,857.0,1157.0,36.0,285.0,43.0,100.0,19.3,215.0,18.6,25000.0,384000.0,18 giờ,6 giờ,70.0,36.0
https://otodien.vn/oto-vinfast-vf7-nam-2025/100000232,VinFast VF7 Eco 2025 mua pin lướt – 1000 km,725,Hà Nội,2025-05-23,Trường Ô Tô Điện,,0,0,2025,Đã sử dụng,1000 Km,"VinFast VF7 Eco mua pin-– Màu trắng/đen, sx 2025-– Odo siêu lướt 1000 km-– Xe đã lên film, sàn, cam hành trình, cam lùi, bản đồ, dán nóc, gương điện-– Miễn phí sạc đến 07/2027",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4545.0,2840.0,1890.0,190.0,5,,,,,201.0,175.0,9.5,450.0,75.3,132000.0,465000.0,18 giờ,7 giờ,70.0,28.0
https://otodien.vn/oto-vinfast-vf8-nam-2023/100000962,VinFast VF8 2023 Eco,690,Hà Nội,2026-03-12,Giang Đức Dân,,11,0,2023,Đã sử dụng,43000 Km,"Vf8 Eco 2023 pin catl đi 4,3v --Xe ra biển trắng k có chính sách Gf nhé ae --Xe đẹp nguyên zin",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,4750.0,2950.0,1934.0,179.0,7,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
